id_registro,temp_max_c,temp_min_c,temp_media_c,amplitud_termica_c,radiacion_solar_wm2,radiacion_uv_indice,horas_sol,humedad_pct,humedad_min_pct,viento_kmh,viento_max_kmh,direccion_viento_deg,presion_atm_hpa,no2_ugm3,no_ugm3,nox_ugm3,cov_precursores,co_mgm3,so2_ugm3,pm10_ugm3,o3_dia_previo_ugm3,o3_media_movil_3d,temp_dia_previo_c,gradiente_temp_c,altura_capa_mezcla_m,indice_estabilidad,precipitacion_mm,horas_desde_lluvia,alerta_ozono
OZN004910,21.1,12.5,16.8,8.6,425,5,8.3,58.0,43,13.3,33.0,252,1011,20,2,15.0,29.0,0.23,7.5,16.0,54,50,16.8,0.26,1049,0.4,11.8,133.0,0
OZN004911,17.7,12.6,15.2,5.1,248,3,4.3,83.0,52,,52.0,300,1014,39,21,67.0,,0.64,7.6,22.0,46,25,11.3,0.06,1147,-1.8,12.8,,0
OZN004912,34.0,17.2,25.6,16.8,715,8,11.6,45.0,22,9.2,25.0,132,1008,34,15,55.0,52.0,0.4,6.7,15.0,100,99,35.4,0.86,1739,1.1,0.9,110.0,0
OZN004913,35.2,16.5,25.8,18.7,681,9,12.1,58.0,19,,40.0,231,1014,28,16,50.0,52.0,0.39,1.7,23.0,105,90,36.4,0.85,1472,2.8,2.7,,1
OZN004914,29.4,17.1,23.2,12.3,613,7,10.1,42.0,23,8.4,25.0,99,1024,39,17,67.0,43.0,0.48,7.9,17.0,91,98,28.6,0.88,1146,3.5,2.6,87.0,0
OZN004915,24.7,15.1,19.9,9.6,475,5,7.6,61.0,22,11.1,20.0,152,1009,32,12,52.0,41.0,0.37,0.0,,81,70,23.5,0.75,1187,-3.6,13.0,,0
OZN004916,22.9,17.6,20.2,5.3,544,3,8.1,59.0,30,9.2,25.0,58,1012,41,22,81.0,32.0,0.78,5.6,41.0,56,45,21.3,0.52,1379,-2.3,7.5,61.0,0
OZN004917,34.0,16.8,25.4,17.2,756,9,12.6,43.0,26,7.2,14.0,254,1014,61,29,106.0,78.0,1.02,3.4,50.0,108,115,39.4,1.08,1605,3.3,4.4,81.0,0
OZN004918,,10.7,15.6,9.7,397,3,7.2,70.0,47,12.9,30.0,5,1021,32,18,58.0,,,0.0,28.0,42,23,12.0,0.55,868,-3.2,15.1,44.0,0
OZN004919,27.1,17.7,22.4,,568,5,8.2,49.0,31,12.7,33.0,100,1016,51,26,,51.0,0.96,9.6,33.0,39,21,24.7,0.18,1101,2.9,4.8,51.0,0
OZN004920,21.1,,17.0,8.2,437,3,7.3,68.0,40,17.7,,52,1013,47,23,,45.0,0.75,6.6,42.0,103,93,15.5,0.23,1457,-3.7,6.0,43.0,0
OZN004921,37.0,23.2,30.1,13.8,777,8,11.7,36.0,14,10.0,30.0,70,1017,32,12,58.0,70.0,0.5,8.5,14.0,62,52,38.1,0.91,1831,2.9,1.5,124.0,0
OZN004922,33.1,14.8,24.0,18.3,721,7,6.6,52.0,29,12.2,26.0,69,1018,9,3,12.0,31.0,0.1,6.8,24.0,96,115,28.8,0.3,1095,1.4,3.8,59.0,0
OZN004923,26.9,11.1,19.0,15.8,581,7,8.3,61.0,55,11.1,,7,1011,8,1,8.0,14.0,0.1,11.3,20.0,45,50,25.4,0.61,1294,1.2,9.6,76.0,0
OZN004924,32.7,22.1,27.4,10.6,824,10,11.3,34.0,10,6.0,,95,1017,28,7,41.0,59.0,0.37,8.7,23.0,90,108,38.6,1.24,1535,-1.2,2.7,143.0,0
OZN004925,26.1,14.0,20.0,12.1,479,5,,65.0,40,19.3,51.0,176,1017,33,16,62.0,,0.57,8.7,32.0,116,117,23.0,0.24,539,1.9,5.6,104.0,0
OZN004926,13.3,3.3,8.3,10.0,271,0,3.3,92.0,56,25.4,60.0,96,1007,24,12,36.0,2.0,0.37,8.3,34.0,38,30,5.0,-0.46,399,-2.8,,48.0,0
OZN004927,26.3,15.7,21.0,10.6,501,6,,50.0,50,16.0,36.0,252,1016,41,19,,63.0,0.63,10.8,34.0,141,137,23.3,0.64,1218,1.9,3.3,123.0,0
OZN004928,28.6,15.8,22.2,12.8,416,6,9.2,47.0,36,11.4,19.0,112,1008,28,18,55.0,44.0,0.39,8.9,27.0,65,55,27.5,0.63,938,2.4,3.3,63.0,0
OZN004929,27.0,,21.3,11.4,643,7,10.2,54.0,37,8.6,17.0,193,1010,41,16,56.0,,0.49,10.5,32.0,68,84,30.5,0.71,1639,-1.5,1.4,135.0,0
OZN004930,31.6,19.0,25.3,12.6,634,6,9.0,54.0,23,12.0,30.0,19,1019,33,16,52.0,60.0,,6.9,26.0,110,118,33.0,0.36,962,2.6,3.6,92.0,0
OZN004931,30.2,14.1,22.2,16.1,615,6,,51.0,29,15.3,40.0,237,1015,36,20,72.0,53.0,0.59,8.8,20.0,53,47,28.3,0.25,1373,-1.1,4.9,99.0,0
OZN004932,23.6,17.0,20.3,6.6,543,6,8.2,50.0,21,16.7,42.0,91,1017,48,23,81.0,61.0,0.72,8.6,54.0,116,108,23.1,0.53,1371,1.2,7.2,102.0,0
OZN004933,35.0,17.8,26.4,17.2,755,8,10.7,55.0,27,11.1,23.0,5,1021,37,15,60.0,58.0,0.56,2.9,17.0,51,43,38.4,0.63,1322,-2.7,3.9,32.0,1
OZN004934,41.9,22.7,32.3,19.2,843,9,,28.0,19,2.4,4.0,316,1018,28,12,39.0,65.0,0.34,4.5,19.0,130,149,44.5,1.09,1566,1.3,8.7,104.0,0
OZN004935,,11.7,18.0,,648,5,7.9,,40,11.2,32.0,148,1004,7,1,7.0,29.0,0.1,4.6,13.0,102,120,20.4,0.44,1245,1.6,4.5,179.0,0
OZN004936,16.4,12.3,14.4,4.1,480,3,4.4,,55,18.7,39.0,83,1005,46,12,60.0,28.0,0.67,7.9,28.0,69,62,8.3,0.31,656,-2.0,8.0,27.0,0
OZN004937,24.4,,19.4,10.1,517,5,8.2,63.0,24,8.8,15.0,122,1009,25,7,38.0,37.0,0.26,8.6,14.0,90,96,23.1,0.15,1043,-1.2,4.5,0.0,0
OZN004938,21.2,8.8,15.0,,333,0,3.6,63.0,53,18.2,32.0,92,1017,25,12,49.0,13.0,0.32,4.5,41.0,63,54,13.1,0.18,869,-2.8,10.6,51.0,0
OZN004939,24.5,15.3,19.9,9.2,574,5,8.2,65.0,53,10.8,17.0,205,1008,16,1,14.0,24.0,0.12,2.1,31.0,54,24,19.3,0.54,1289,-2.3,6.0,56.0,0
OZN004940,36.9,21.2,29.0,15.7,822,9,12.1,33.0,23,7.4,22.0,54,1026,35,18,50.0,60.0,0.6,15.4,22.0,49,39,45.2,0.75,1929,1.7,0.0,150.0,1
OZN004941,20.0,8.4,14.2,11.6,252,3,5.4,67.0,59,12.7,39.0,267,1019,30,10,46.0,12.0,0.4,6.5,19.0,101,100,13.3,0.18,607,-2.8,12.6,0.0,0
OZN004942,21.5,12.9,17.2,8.6,548,5,,70.0,44,15.0,35.0,161,1019,6,1,7.0,17.0,0.1,6.0,7.0,90,95,18.6,0.75,1028,2.2,8.0,63.0,0
OZN004943,24.2,15.2,19.7,9.0,556,6,10.8,,45,9.1,18.0,123,1006,47,23,72.0,36.0,0.91,10.6,31.0,55,38,24.3,0.84,1112,1.7,12.0,29.0,0
OZN004944,16.5,9.9,13.2,6.6,387,4,,60.0,49,16.5,24.0,88,1010,39,18,71.0,24.0,0.43,7.8,38.0,69,76,9.1,0.26,907,-3.2,7.4,12.0,0
OZN004945,32.2,17.7,25.0,14.5,745,8,11.6,48.0,31,9.1,16.0,178,1015,27,12,46.0,56.0,0.34,3.7,,75,69,35.0,0.59,1639,2.7,,72.0,1
OZN004946,37.8,,27.2,21.2,761,10,11.4,30.0,10,6.5,25.0,48,1007,20,1,23.0,59.0,0.3,4.8,17.0,58,59,44.9,0.71,1583,1.9,0.0,49.0,0
OZN004947,30.4,22.0,26.2,8.4,603,7,11.1,31.0,11,12.0,28.0,118,1027,32,11,41.0,51.0,,7.6,17.0,51,50,28.4,0.89,1652,1.0,11.3,62.0,1
OZN004948,23.4,13.0,18.2,10.4,489,5,8.0,56.0,51,10.2,24.0,171,1011,44,24,80.0,51.0,0.66,8.6,26.0,69,68,20.5,0.2,1050,-1.5,4.8,26.0,0
OZN004949,13.1,8.0,10.6,5.1,229,1,3.5,72.0,48,19.3,36.0,233,1002,30,7,43.0,,0.31,7.8,25.0,23,5,6.6,0.3,965,-2.5,13.8,11.0,0
OZN004950,27.9,15.6,21.8,12.3,618,6,10.0,43.0,38,11.5,26.0,194,1020,34,17,65.0,48.0,0.58,7.9,36.0,63,68,27.2,0.6,1270,-0.3,5.6,72.0,1
OZN004951,38.7,24.2,31.4,14.5,897,11,13.8,32.0,5,4.8,13.0,267,1025,14,8,21.0,57.0,0.1,2.7,31.0,71,46,44.9,1.38,1297,3.1,0.9,97.0,1
OZN004952,25.6,10.2,17.9,15.4,464,4,7.8,64.0,43,14.1,39.0,21,1006,26,6,,17.0,0.49,0.0,34.0,87,73,23.6,0.06,771,-2.2,4.6,35.0,0
OZN004953,25.7,,20.3,10.8,648,8,9.9,47.0,26,10.8,19.0,53,1024,32,16,51.0,45.0,0.35,7.6,37.0,103,97,23.2,0.67,1469,1.0,1.9,0.0,0
OZN004954,28.1,16.2,22.2,11.9,605,6,10.1,,27,5.9,10.0,68,1008,40,13,54.0,34.0,0.58,8.3,20.0,70,75,28.7,0.62,1334,2.8,7.5,22.0,0
OZN004955,31.4,14.7,23.0,16.7,656,7,9.3,39.0,36,14.1,38.0,82,1009,41,21,72.0,57.0,0.46,6.0,,55,61,34.3,0.72,772,2.0,4.4,10.0,0
OZN004956,23.0,,16.8,12.5,495,6,7.2,56.0,27,15.0,30.0,63,1014,42,18,69.0,35.0,0.77,10.3,38.0,41,44,16.5,0.46,1338,4.4,8.3,73.0,0
OZN004957,24.8,15.6,20.2,,608,6,9.4,46.0,43,9.8,24.0,23,1028,59,32,111.0,66.0,1.02,10.3,48.0,63,67,22.0,0.71,976,2.0,4.0,77.0,0
OZN004958,26.6,17.2,21.9,9.4,599,5,10.7,57.0,26,13.2,31.0,96,1013,24,9,35.0,34.0,,6.7,,83,83,26.8,0.55,1470,1.7,3.6,0.0,0
OZN004959,24.5,11.2,17.8,13.3,440,6,6.7,58.0,49,12.6,27.0,312,1010,41,15,60.0,38.0,0.5,6.0,33.0,57,53,19.7,0.44,1005,-3.1,9.2,33.0,0
OZN004960,25.1,12.1,18.6,13.0,477,5,8.5,58.0,31,10.5,33.0,6,1018,52,19,,55.0,0.8,10.0,39.0,91,71,23.9,0.06,1167,-3.4,7.5,99.0,0
OZN004961,17.6,8.9,13.2,,398,5,6.8,69.0,49,16.8,33.0,147,1004,56,27,90.0,43.0,0.86,7.4,39.0,32,11,12.6,0.43,1299,2.8,17.6,51.0,0
OZN004962,26.5,14.2,20.4,12.3,603,6,6.7,52.0,38,12.8,25.0,317,1008,46,23,82.0,32.0,,6.0,36.0,68,89,25.5,0.3,994,1.3,6.5,6.0,0
OZN004963,24.4,,19.4,9.9,779,7,7.7,48.0,34,12.3,16.0,73,1015,60,32,,66.0,0.83,9.2,29.0,135,146,20.0,0.48,1304,1.3,5.8,88.0,0
OZN004964,24.7,10.8,17.8,13.9,612,5,9.1,70.0,40,11.1,28.0,236,1006,50,20,85.0,37.0,0.61,12.1,26.0,55,44,25.1,0.55,492,-4.9,5.9,76.0,0
OZN004965,38.6,19.8,29.2,18.8,855,9,12.0,38.0,5,4.1,9.0,228,1026,36,16,61.0,72.0,0.5,6.7,28.0,142,139,44.5,1.14,1450,2.3,0.0,99.0,0
OZN004966,23.0,13.0,18.0,10.0,493,4,6.7,70.0,29,16.9,38.0,265,1014,34,10,,27.0,0.3,5.8,23.0,71,40,18.9,0.38,593,-1.9,10.9,68.0,0
OZN004967,20.7,13.8,17.2,6.9,443,4,6.2,70.0,31,17.5,38.0,185,1009,66,36,125.0,52.0,0.96,12.9,31.0,73,68,15.7,0.26,784,-2.4,7.2,52.0,0
OZN004968,28.0,16.5,22.2,,535,7,8.6,,31,8.5,,203,1025,63,31,106.0,54.0,0.91,9.0,,57,31,26.7,1.3,1205,4.3,5.7,66.0,0
OZN004969,13.7,7.8,10.8,5.9,258,1,,83.0,64,17.9,46.0,257,1007,38,16,66.0,14.0,0.57,5.1,42.0,50,26,8.3,0.27,200,-0.2,10.2,96.0,0
OZN004970,30.0,15.2,22.6,14.8,585,8,8.2,33.0,31,12.3,25.0,86,1013,40,15,69.0,42.0,0.61,7.2,28.0,46,12,28.3,0.85,1223,0.3,2.9,169.0,0
OZN004971,21.2,11.8,16.5,9.4,409,3,5.8,68.0,47,17.5,46.0,69,1009,58,36,117.0,39.0,1.17,11.7,38.0,65,45,16.7,0.43,685,-3.3,10.4,69.0,0
OZN004972,15.3,5.5,10.4,9.8,315,1,3.7,70.0,62,21.0,51.0,104,998,32,13,52.0,19.0,0.57,1.4,36.0,51,52,5.0,0.37,944,-2.3,9.5,31.0,0
OZN004973,21.8,10.0,15.9,11.8,266,2,,83.0,50,19.7,46.0,186,1006,18,9,29.0,9.0,0.15,2.3,21.0,48,51,19.3,-0.09,1067,-1.2,8.4,33.0,0
OZN004974,27.6,,22.6,10.1,534,5,10.1,52.0,23,15.3,35.0,317,1022,46,24,83.0,63.0,0.61,9.3,38.0,39,21,33.4,0.39,1274,-1.9,6.2,103.0,0
OZN004975,32.2,15.1,23.7,17.1,672,8,9.8,,30,6.1,15.0,222,1017,28,6,,50.0,0.39,3.3,31.0,46,53,36.7,0.63,1441,-0.6,3.6,33.0,1
OZN004976,35.2,18.6,26.9,16.6,785,7,11.3,43.0,29,12.9,27.0,20,1010,38,18,63.0,77.0,0.54,6.7,23.0,75,66,37.5,1.33,1577,1.2,4.7,91.0,1
OZN004977,29.0,14.3,21.6,14.7,597,7,8.0,55.0,37,13.6,32.0,259,1015,37,15,56.0,47.0,0.5,6.3,42.0,53,48,32.6,0.87,1009,1.6,4.7,34.0,0
OZN004978,25.9,16.2,21.0,9.7,674,7,9.2,45.0,27,13.5,32.0,255,1021,12,1,,39.0,0.21,5.6,29.0,160,164,29.6,0.97,1418,-1.1,3.8,42.0,0
OZN004979,33.2,19.4,26.3,13.8,696,8,11.0,42.0,29,4.8,17.0,222,1019,34,15,62.0,,0.36,2.1,36.0,102,93,36.2,1.0,1397,2.2,,99.0,1
OZN004980,18.3,10.2,14.2,8.1,507,2,5.1,,48,15.4,34.0,111,1012,32,7,39.0,,0.51,1.4,9.0,107,115,12.7,0.57,876,0.4,10.3,0.0,0
OZN004981,33.2,17.2,25.2,16.0,661,8,11.0,52.0,26,3.8,5.0,190,1021,32,18,,58.0,0.54,4.9,34.0,85,90,38.4,0.81,2001,2.7,0.1,97.0,0
OZN004982,32.1,16.1,24.1,16.0,672,8,9.0,45.0,28,7.8,12.0,164,1017,52,32,,68.0,0.8,6.0,46.0,105,101,34.3,0.43,1641,-2.7,2.1,108.0,1
OZN004983,37.2,22.3,29.8,,743,10,11.5,41.0,14,6.7,16.0,42,1020,32,15,,52.0,0.32,8.6,25.0,80,70,41.6,0.94,1412,4.4,0.0,147.0,0
OZN004984,33.6,21.4,27.5,12.2,727,8,12.2,39.0,35,6.9,,138,1016,12,1,3.0,43.0,0.1,6.3,,88,77,36.7,1.13,1802,1.9,5.9,158.0,1
OZN004985,20.4,17.4,18.9,3.0,423,6,6.8,60.0,51,14.4,37.0,85,1017,46,22,76.0,,0.57,7.2,32.0,50,43,14.1,0.37,1236,-5.6,7.6,109.0,0
OZN004986,25.6,16.6,21.1,9.0,558,6,8.7,49.0,36,10.3,,150,1015,43,21,66.0,60.0,0.72,0.8,19.0,54,38,25.7,0.11,1432,-2.8,4.2,39.0,0
OZN004987,27.0,15.4,21.2,11.6,631,6,8.9,40.0,39,12.6,30.0,270,1010,22,3,29.0,34.0,0.2,2.3,36.0,78,82,27.6,0.22,1480,-0.2,3.1,34.0,0
OZN004988,18.6,,13.6,10.1,322,4,5.3,,46,17.1,49.0,128,1013,58,37,,42.0,1.05,4.6,,79,70,14.2,0.09,965,0.5,7.5,30.0,0
OZN004989,40.6,21.0,30.8,19.6,860,9,,16.0,14,7.3,21.0,55,1023,39,21,74.0,70.0,0.65,3.2,27.0,107,106,44.0,1.25,1644,5.6,0.0,91.0,1
OZN004990,21.7,10.0,15.8,11.7,562,4,7.8,64.0,35,15.5,35.0,115,1029,24,9,39.0,3.0,0.45,4.7,12.0,60,60,12.7,0.4,645,1.0,8.2,76.0,0
OZN004991,,18.3,25.4,14.2,669,10,11.5,33.0,28,10.9,31.0,196,1019,37,15,61.0,63.0,0.42,9.1,18.0,82,99,32.3,0.73,1359,1.4,3.0,28.0,0
OZN004992,27.5,13.9,20.7,13.6,568,4,,,33,11.4,,131,1013,22,6,,34.0,0.17,0.0,,35,33,24.2,0.21,643,2.3,5.4,151.0,0
OZN004993,32.0,17.4,24.7,14.6,765,7,10.0,58.0,27,7.4,12.0,213,1012,50,25,86.0,,0.82,3.3,,70,54,35.6,0.84,842,4.0,6.9,139.0,0
OZN004994,31.7,20.8,26.2,,768,8,9.5,43.0,22,7.6,15.0,167,1011,41,18,71.0,69.0,0.81,3.0,22.0,95,80,36.5,0.4,1571,0.7,,118.0,0
OZN004995,36.7,22.5,29.6,14.2,801,10,,31.0,18,10.1,32.0,201,1023,30,14,54.0,,0.45,7.3,38.0,63,59,44.6,0.82,1755,5.7,0.0,40.0,0
OZN004996,39.3,19.8,29.6,19.5,843,10,13.8,30.0,15,7.4,21.0,283,1022,6,1,9.0,30.0,0.1,8.7,3.0,80,87,44.4,0.8,1474,2.0,0.0,100.0,1
OZN004997,24.9,12.3,18.6,12.6,581,5,9.4,54.0,47,15.1,33.0,268,1013,60,31,110.0,,0.89,9.6,44.0,49,39,22.5,0.31,766,0.1,,110.0,0
OZN004998,26.5,11.2,18.8,15.3,496,3,5.9,57.0,50,9.9,30.0,76,1014,11,1,25.0,17.0,0.1,7.0,22.0,83,88,23.9,0.14,880,-1.5,,49.0,0
OZN004999,18.1,3.6,10.9,14.5,314,1,,53.0,40,19.8,,111,1002,38,27,,18.0,0.53,8.6,,42,32,11.4,0.11,766,0.7,,11.0,0
OZN005000,,17.1,23.2,12.1,605,6,9.3,55.0,28,10.5,28.0,246,1009,55,29,95.0,66.0,0.91,8.9,,33,32,28.0,0.66,1458,-0.2,8.2,86.0,0
OZN005001,25.2,12.2,18.7,13.0,600,4,7.0,54.0,49,19.9,46.0,130,1008,36,19,76.0,50.0,0.48,7.2,28.0,116,122,21.6,0.56,1327,1.8,8.8,55.0,0
OZN005002,14.4,10.0,12.2,,381,2,4.3,77.0,58,13.2,39.0,172,1010,53,25,84.0,42.0,0.78,11.4,38.0,53,55,9.2,-0.0,388,-2.0,9.3,30.0,0
OZN005003,35.6,18.4,27.0,17.2,712,8,10.6,44.0,26,8.1,16.0,49,1016,50,26,90.0,61.0,0.81,8.0,38.0,96,101,40.4,1.02,1424,1.1,5.7,64.0,0
OZN005004,33.4,22.8,28.1,10.6,787,10,11.9,30.0,5,10.4,17.0,275,1022,32,17,56.0,77.0,0.54,9.0,23.0,32,24,35.8,1.44,1601,3.9,0.0,124.0,0
OZN005005,15.2,1.9,8.5,13.3,256,0,1.5,95.0,65,,47.0,87,1006,34,5,41.0,3.0,0.35,7.5,21.0,42,46,5.0,-0.34,844,-3.3,18.9,0.0,0
OZN005006,27.9,14.9,21.4,13.0,665,8,9.4,43.0,15,5.8,14.0,30,1023,25,12,44.0,41.0,0.37,8.5,18.0,94,86,30.7,0.7,1195,-1.7,5.7,64.0,0
OZN005007,30.6,19.2,24.9,11.4,651,7,9.2,49.0,21,7.3,18.0,24,1011,32,16,51.0,32.0,0.44,3.1,,25,5,36.8,0.64,1364,3.2,2.4,115.0,0
OZN005008,31.2,,22.8,16.7,578,8,9.6,55.0,28,10.3,26.0,290,1021,25,16,46.0,60.0,0.57,11.1,29.0,46,34,33.7,0.45,1220,0.1,2.8,94.0,0
OZN005009,26.7,14.2,20.4,12.5,630,7,10.0,51.0,23,10.6,,323,1014,49,26,85.0,58.0,0.82,3.8,24.0,40,13,25.6,0.62,561,-0.6,5.8,0.0,0
OZN005010,28.1,12.9,20.5,,561,6,9.9,47.0,31,8.8,19.0,10,1012,35,11,51.0,40.0,0.33,9.4,,86,89,27.2,0.68,1318,-0.2,7.5,49.0,0
OZN005011,25.1,12.7,18.9,12.4,436,5,7.4,60.0,45,15.6,34.0,200,1017,38,16,66.0,47.0,0.57,0.0,29.0,132,147,25.8,0.4,1369,0.0,6.6,59.0,0
OZN005012,31.1,12.4,21.8,,608,6,11.3,64.0,26,7.2,4.0,301,1023,31,13,,42.0,0.34,2.8,39.0,100,100,34.1,1.07,1264,-1.1,5.0,97.0,1
OZN005013,31.1,21.6,26.4,9.5,731,8,10.8,55.0,22,11.2,29.0,116,1025,35,8,,,0.53,8.9,23.0,83,81,35.3,0.92,1356,1.8,2.0,84.0,0
OZN005014,35.2,20.4,27.8,14.8,832,10,12.3,50.0,12,10.6,17.0,10,1024,53,29,106.0,,0.89,1.0,40.0,106,107,38.1,1.09,1629,0.5,4.0,40.0,0
OZN005015,32.6,20.0,26.3,12.6,813,9,11.4,38.0,28,1.6,4.0,49,1014,39,22,73.0,72.0,0.58,2.5,25.0,100,95,34.2,0.86,1380,-0.3,7.2,126.0,1
OZN005016,,6.9,15.0,,485,4,5.6,64.0,40,15.5,,215,1012,29,8,45.0,15.0,0.12,11.3,32.0,48,26,22.4,0.58,1302,0.6,7.2,19.0,0
OZN005017,35.3,18.9,27.1,16.4,630,8,10.7,39.0,28,2.3,6.0,357,1020,10,3,5.0,52.0,0.16,7.6,21.0,61,60,38.9,0.45,1314,2.2,14.4,94.0,0
OZN005018,25.2,14.6,19.9,10.6,582,6,7.1,56.0,32,11.8,31.0,218,1020,30,14,56.0,36.0,0.37,12.9,23.0,110,121,26.7,0.7,921,-1.1,4.8,88.0,0
OZN005019,27.6,15.0,21.3,12.6,655,7,9.4,66.0,42,14.1,33.0,278,1018,27,14,55.0,22.0,0.43,11.7,,80,77,28.5,0.56,1231,0.2,3.1,0.0,0
OZN005020,18.7,12.2,15.4,6.5,441,4,7.8,69.0,56,15.7,42.0,65,1011,38,21,71.0,27.0,,7.1,36.0,95,102,16.5,0.24,976,1.4,21.6,10.0,1
OZN005021,30.4,,23.4,13.9,587,7,9.5,49.0,27,8.4,12.0,125,1016,25,3,28.0,36.0,0.23,11.3,10.0,172,199,30.3,0.68,1282,-2.9,4.5,125.0,0
OZN005022,20.6,10.9,15.8,9.7,418,5,5.9,68.0,51,14.0,31.0,77,1007,49,30,,24.0,0.81,5.7,47.0,69,52,15.4,0.31,1085,-1.4,6.4,12.0,0
OZN005023,34.3,18.6,26.4,15.7,648,8,9.4,42.0,38,15.8,36.0,352,1014,33,11,,47.0,0.13,9.6,,34,41,33.8,0.53,1416,0.4,2.9,71.0,0
OZN005024,20.6,10.0,15.3,10.6,301,3,5.7,75.0,48,17.3,,319,1011,13,2,17.0,10.0,0.1,10.6,6.0,40,42,15.9,0.84,1239,-0.8,6.7,,0
OZN005025,28.4,,21.0,14.8,409,3,6.8,71.0,25,12.2,27.0,302,1016,38,19,66.0,44.0,0.6,6.5,24.0,76,70,24.7,0.68,1117,1.2,5.9,,0
OZN005026,26.1,13.1,19.6,13.0,417,7,7.2,56.0,30,9.1,15.0,180,1016,42,17,71.0,56.0,0.76,3.3,33.0,5,5,21.6,0.46,938,-1.8,8.2,111.0,0
OZN005027,28.3,18.8,23.6,9.5,622,8,8.7,56.0,41,8.6,19.0,160,1012,39,18,71.0,36.0,0.61,5.4,55.0,70,71,27.0,1.12,1294,1.9,,118.0,0
OZN005028,23.1,6.9,15.0,16.2,495,4,,69.0,51,10.7,20.0,282,1028,29,9,35.0,26.0,0.18,6.4,25.0,55,54,15.8,0.11,783,-1.5,,54.0,0
OZN005029,25.6,12.8,19.2,12.8,505,6,8.7,63.0,44,6.8,13.0,251,1010,34,13,47.0,27.0,0.56,6.8,9.0,41,29,24.3,0.21,897,-1.2,4.9,82.0,0
OZN005030,23.6,,17.7,,431,5,5.3,,35,15.3,38.0,212,1016,41,20,74.0,41.0,0.64,8.6,26.0,27,22,20.2,0.63,1182,-1.8,5.7,152.0,0
OZN005031,,13.6,17.8,8.4,470,5,,53.0,29,12.0,,310,1018,41,20,76.0,36.0,0.75,6.0,43.0,111,93,17.7,0.53,1088,-0.8,6.8,47.0,0
OZN005032,19.5,14.3,16.9,5.2,438,4,6.0,70.0,48,13.4,39.0,173,1021,34,10,46.0,28.0,0.29,8.1,36.0,35,44,12.4,0.43,319,0.1,8.7,89.0,0
OZN005033,36.4,24.0,30.2,12.4,863,11,14.0,29.0,19,5.9,,222,1016,42,25,80.0,95.0,0.87,3.4,24.0,75,62,43.7,0.97,1813,-0.5,0.0,156.0,1
OZN005034,24.0,14.6,19.3,,523,5,6.7,69.0,39,12.6,27.0,317,1022,20,2,,30.0,0.34,5.3,18.0,118,116,18.8,0.38,959,-3.0,5.1,22.0,0
OZN005035,21.4,12.1,16.8,9.3,555,6,6.9,67.0,48,13.9,34.0,274,1023,29,13,,30.0,0.51,0.0,31.0,67,57,18.2,0.29,1008,-2.4,11.3,82.0,0
OZN005036,14.6,6.5,10.6,8.1,293,1,4.0,87.0,64,17.5,38.0,266,1010,40,21,72.0,10.0,0.53,2.0,24.0,55,23,8.9,-0.11,425,-1.6,11.6,0.0,0
OZN005037,27.1,14.9,21.0,,415,8,,52.0,40,12.2,29.0,101,1006,15,9,40.0,27.0,0.21,9.3,13.0,65,57,25.7,0.48,1236,0.0,,73.0,0
OZN005038,24.5,13.5,19.0,11.0,491,7,7.9,58.0,37,10.0,17.0,223,1014,52,28,100.0,42.0,,3.8,49.0,72,64,23.0,0.88,1785,-0.3,6.3,55.0,0
OZN005039,27.3,14.4,20.8,12.9,466,4,7.9,62.0,41,11.5,25.0,82,1008,48,23,83.0,49.0,0.71,4.4,38.0,50,33,26.1,0.54,1138,-2.2,5.9,34.0,0
OZN005040,20.8,10.4,15.6,,439,4,8.9,67.0,49,13.9,,251,1020,48,33,95.0,37.0,0.88,0.9,30.0,67,61,16.7,0.52,1457,0.3,9.2,11.0,0
OZN005041,37.7,25.1,31.4,12.6,711,10,12.0,47.0,18,7.1,20.0,289,1014,47,28,94.0,58.0,0.88,6.1,26.0,59,53,38.9,1.1,1340,1.2,0.2,126.0,0
OZN005042,34.9,20.2,27.6,14.7,629,7,10.8,57.0,15,9.7,,224,1020,48,26,87.0,71.0,0.76,1.0,34.0,57,44,37.2,0.66,1327,1.8,7.6,54.0,0
OZN005043,31.1,18.0,24.6,13.1,613,6,11.3,46.0,31,8.2,22.0,87,1021,50,23,87.0,,0.81,4.3,47.0,60,54,35.4,0.77,804,1.9,2.6,32.0,0
OZN005044,28.6,,18.6,20.0,457,5,5.0,66.0,55,14.3,32.0,108,1013,46,18,67.0,38.0,0.59,5.4,15.0,61,38,24.8,0.29,1105,-1.9,8.1,44.0,0
OZN005045,31.8,18.5,25.2,13.3,623,7,10.8,57.0,7,9.9,32.0,203,1018,44,14,69.0,42.0,0.69,12.0,26.0,126,148,35.3,0.82,1808,-1.1,4.2,126.0,0
OZN005046,29.4,11.3,20.4,18.1,507,6,,45.0,23,16.0,34.0,347,1011,48,22,87.0,49.0,0.89,6.9,28.0,100,95,24.6,0.73,1121,-6.3,5.1,63.0,0
OZN005047,33.7,14.8,24.2,18.9,754,8,10.5,43.0,19,8.9,22.0,128,1003,40,23,,,0.54,7.8,30.0,81,96,37.6,0.75,1097,1.2,1.2,57.0,1
