id_parcela,temp_media_c,temp_max_c,temp_min_c,humedad_pct,humedad_suelo_pct,precipitacion_mm,precipitacion_acum_30d_mm,horas_humectacion_foliar,ndvi,ndwi,indice_estres_hidrico,dias_desde_tratamiento,num_tratamientos_campana,densidad_plantas_m2,ph_suelo,materia_organica_pct,nitrogeno_ppm,conductividad_suelo,altitud_m,pendiente_pct,dist_foco_plaga_km,trampas_capturas_num,grados_dia_acumulados,indice_presion_plaga,cobertura_vegetal_pct,edad_cultivo_dias,tipo_cultivo,sistema_riego,uso_fitosanitario,variedad_resistente,manejo,perdida_cosecha
CSC008452,19.2,26.4,11.2,63,25.3,23,144,7.0,0.63,0.14,0.23,15,0,206,7.0,2.8,7,0.93,172,5.6,1.9,20,841,41,85,86,horticola,goteo,si,no,integrado,0
CSC008453,25.3,33.9,20.5,75,28.4,49,100,6.8,0.84,0.55,0.0,1,1,146,7.5,3.4,34,0.54,114,10.7,40.7,5,982,14,79,60,olivo,secano,si,no,convencional,0
CSC008454,14.1,19.9,5.0,73,24.6,17,86,7.6,0.55,0.24,0.44,19,4,136,6.4,1.7,22,1.74,149,7.3,6.0,35,676,47,85,72,vid,aspersion,no,no,integrado,0
CSC008455,13.9,17.9,6.3,55,22.4,24,46,6.6,0.67,0.11,0.2,17,2,173,6.2,1.5,16,1.52,268,7.3,2.6,0,482,13,68,55,trigo,goteo,si,si,integrado,0
CSC008456,26.5,37.2,20.5,83,25.9,102,177,13.0,0.49,0.8,0.59,30,4,230,6.4,4.1,29,0.82,351,4.8,9.9,37,1112,55,91,105,trigo,secano,si,no,convencional,1
CSC008457,17.9,25.0,9.5,64,33.2,44,176,13.9,0.55,0.72,0.41,15,5,201,7.5,1.0,25,1.51,450,20.6,7.3,26,978,53,79,98,citricos,secano,no,si,ecologico,0
CSC008458,24.5,35.4,15.9,64,26.2,35,132,12.1,0.69,0.14,0.25,9,4,195,6.2,2.5,23,0.59,517,23.4,12.9,5,1179,12,66,81,citricos,secano,si,no,integrado,0
CSC008459,17.5,24.3,9.4,61,21.8,41,50,5.7,0.76,0.14,0.46,2,2,186,5.8,3.4,26,1.24,297,10.1,0.2,9,742,19,67,109,horticola,secano,si,no,ecologico,0
CSC008460,21.9,32.4,14.1,75,28.5,62,147,12.4,0.41,0.8,0.63,24,5,148,7.2,1.5,17,0.1,0,4.7,3.1,32,943,67,82,115,citricos,secano,no,no,convencional,1
CSC008461,16.3,22.5,6.2,41,16.2,4,74,0.0,0.56,-0.24,0.05,1,2,125,6.4,2.5,21,1.17,778,6.2,31.6,3,720,13,92,198,olivo,goteo,no,no,ecologico,0
CSC008462,16.5,22.9,9.2,86,28.2,54,113,10.0,0.47,0.66,0.55,28,2,175,7.3,3.9,30,1.14,377,5.9,1.8,42,687,76,60,5,vid,aspersion,no,no,ecologico,0
CSC008463,15.2,22.8,6.1,63,28.5,35,160,13.1,0.64,0.41,0.36,7,7,229,6.0,3.0,8,0.52,489,16.6,4.6,30,610,40,87,125,citricos,secano,no,no,integrado,0
CSC008464,13.7,18.7,5.4,77,25.7,40,153,9.3,0.6,0.58,0.43,14,2,199,6.4,1.2,30,1.43,810,0.8,2.4,22,741,46,92,97,citricos,secano,no,si,convencional,0
CSC008465,19.5,26.9,12.3,76,32.5,70,108,15.3,0.71,0.77,0.31,13,5,172,5.3,1.9,26,1.79,906,13.4,6.5,22,525,36,53,60,citricos,aspersion,si,si,convencional,0
CSC008466,9.3,13.5,-0.6,64,27.6,60,107,10.6,0.62,0.23,0.46,8,4,216,6.4,2.8,16,0.76,356,1.3,3.2,31,379,60,83,98,vid,goteo,no,no,convencional,0
CSC008467,21.8,29.7,13.7,62,20.4,40,54,4.3,0.66,-0.14,0.26,10,3,165,6.6,2.2,13,0.25,271,0.0,21.4,4,740,22,63,64,vid,secano,si,si,convencional,0
CSC008468,16.7,24.2,9.1,76,17.7,51,135,5.2,0.61,-0.21,0.35,27,5,138,6.6,2.0,15,0.43,401,4.8,8.6,8,547,36,65,68,maiz,aspersion,si,no,ecologico,0
CSC008469,14.8,20.4,5.4,68,24.5,0,28,6.6,0.66,0.07,0.32,27,4,202,6.8,3.0,21,0.66,324,0.0,12.8,16,591,34,84,56,trigo,secano,no,si,ecologico,1
CSC008470,24.3,32.3,17.1,70,25.5,63,122,7.7,0.72,0.34,0.44,13,4,237,7.3,3.2,25,0.86,906,16.4,5.8,7,974,49,56,137,maiz,secano,si,no,convencional,0
CSC008471,24.6,32.6,18.5,99,33.1,110,180,17.1,0.61,0.8,0.48,23,3,272,7.2,2.8,13,0.54,0,11.3,4.9,26,1211,56,93,122,trigo,goteo,no,si,convencional,0
CSC008472,17.7,25.7,9.4,40,18.3,32,58,0.0,0.67,-0.44,0.18,10,4,214,6.0,2.0,17,1.32,507,6.4,21.6,7,760,20,81,5,horticola,aspersion,si,no,ecologico,0
CSC008473,26.0,37.8,19.5,63,30.0,0,42,4.1,0.56,-0.15,0.34,14,6,179,5.8,1.9,25,1.24,467,11.3,4.4,24,932,44,75,88,citricos,goteo,no,si,convencional,0
CSC008474,17.2,22.9,10.1,72,25.0,53,105,13.2,0.61,0.67,0.54,41,2,138,6.8,2.0,32,0.94,218,26.1,13.3,27,653,52,78,139,olivo,goteo,no,no,integrado,0
CSC008475,27.9,38.9,22.2,53,17.1,26,64,6.9,0.69,-0.01,0.16,16,1,202,5.7,2.8,19,0.44,313,5.6,9.2,0,1212,10,79,47,maiz,secano,si,si,integrado,0
CSC008476,13.9,20.5,5.3,68,26.2,63,118,7.0,0.67,0.3,0.07,11,4,148,6.8,1.4,19,1.12,393,2.7,12.0,0,742,17,76,53,vid,goteo,si,si,integrado,0
CSC008477,21.9,33.6,13.7,79,21.4,60,141,12.3,0.5,0.5,0.45,18,1,151,7.0,2.2,17,0.83,737,12.2,7.6,11,981,37,64,103,horticola,goteo,si,si,convencional,0
CSC008478,25.5,33.5,17.7,73,29.0,70,219,11.9,0.58,0.69,0.48,17,3,115,6.0,3.5,22,0.25,354,2.3,18.8,23,884,35,64,102,vid,secano,si,no,convencional,0
CSC008479,21.4,31.1,15.7,56,24.6,35,41,5.2,0.73,-0.24,0.26,4,1,189,6.7,2.3,34,0.59,360,17.2,10.5,6,843,11,77,98,horticola,secano,si,no,integrado,0
CSC008480,26.8,38.2,19.9,95,25.8,64,146,12.5,0.52,0.66,0.63,120,5,125,6.3,0.9,8,0.98,165,18.5,6.0,40,978,76,76,113,vid,secano,si,si,integrado,1
CSC008481,15.6,22.2,7.4,37,20.9,0,42,4.2,0.55,-0.23,0.5,70,3,173,5.7,2.6,31,0.61,585,9.2,3.5,15,663,56,62,93,trigo,secano,si,no,convencional,0
CSC008482,21.5,30.8,12.3,69,20.3,35,165,8.1,0.64,0.11,0.32,39,7,152,7.0,0.9,16,0.43,354,0.5,31.9,17,968,39,79,77,horticola,goteo,si,si,integrado,0
CSC008483,30.4,40.2,23.8,78,22.7,78,171,15.3,0.61,0.77,0.5,10,2,202,7.1,2.5,13,0.87,649,13.6,15.0,37,1188,57,77,92,horticola,goteo,no,si,ecologico,0
CSC008484,20.6,28.1,13.9,64,31.2,37,100,7.7,0.61,0.33,0.42,51,1,153,6.9,3.1,24,0.47,349,4.7,4.3,31,844,58,90,96,vid,goteo,si,si,convencional,0
CSC008485,18.9,24.9,8.7,53,19.0,29,91,6.5,0.68,-0.18,0.32,18,2,152,7.1,2.8,14,0.1,544,0.0,5.8,13,781,37,77,5,vid,secano,si,no,convencional,0
CSC008486,17.6,24.7,9.8,67,20.7,68,122,3.7,0.74,0.05,0.02,4,8,132,7.4,1.0,26,0.1,163,0.2,35.7,0,642,23,42,94,citricos,aspersion,si,si,convencional,0
CSC008487,20.5,29.6,11.3,78,21.1,41,141,12.4,0.54,0.49,0.37,36,0,194,6.3,3.2,34,1.11,0,4.6,18.3,23,931,53,83,61,olivo,secano,si,no,integrado,0
CSC008488,18.3,24.9,9.7,83,37.7,97,198,18.1,0.64,0.8,0.51,16,2,166,7.2,1.1,25,0.89,316,10.3,12.9,22,1026,68,94,79,horticola,goteo,si,no,integrado,0
CSC008489,20.0,29.1,11.2,70,27.2,44,96,11.8,0.53,0.44,0.65,6,3,230,5.8,1.4,42,0.91,566,6.0,2.6,26,640,41,88,56,trigo,goteo,no,no,convencional,0
CSC008490,17.3,22.9,8.8,49,9.1,9,0,0.1,0.75,-0.2,0.06,2,3,140,6.8,0.9,32,1.27,342,4.8,37.4,8,758,33,88,111,vid,goteo,si,no,convencional,0
CSC008491,19.4,28.9,11.0,63,21.5,51,132,10.8,0.53,0.37,0.7,51,5,226,6.2,1.5,30,0.12,336,13.4,1.8,39,788,53,67,91,vid,goteo,si,no,integrado,0
CSC008492,17.5,23.4,9.1,46,7.4,0,0,0.0,0.59,-0.5,0.25,10,1,169,6.6,3.2,37,1.08,434,3.8,17.9,9,642,17,67,54,vid,goteo,si,no,convencional,0
CSC008493,17.0,25.4,8.7,70,19.7,43,98,4.4,0.65,-0.14,0.43,7,1,257,6.0,3.8,20,0.62,791,5.2,7.3,39,1005,55,73,65,vid,secano,no,no,integrado,1
CSC008494,24.9,33.7,17.8,75,29.5,51,122,10.2,0.65,0.21,0.37,19,2,175,5.9,2.8,19,1.07,0,4.6,9.4,11,1067,42,56,83,olivo,goteo,si,no,ecologico,0
CSC008495,24.0,33.5,16.7,80,24.1,40,78,8.0,0.55,0.25,0.39,7,2,248,5.9,2.4,22,1.35,43,4.4,16.3,24,987,60,50,111,vid,secano,si,no,convencional,0
CSC008496,18.1,27.5,9.3,85,36.3,63,130,12.1,0.55,0.69,0.32,3,1,225,7.0,2.2,21,0.88,230,6.8,9.9,16,878,39,71,145,vid,secano,si,si,convencional,0
CSC008497,24.8,35.0,19.0,70,20.9,52,24,3.6,0.64,0.08,0.25,4,1,111,7.4,2.7,21,0.19,322,2.2,18.4,7,1071,24,67,150,trigo,aspersion,si,no,ecologico,0
CSC008498,20.3,27.9,12.3,80,23.5,83,74,9.7,0.69,0.36,0.28,7,2,188,6.9,1.5,24,1.2,834,13.2,15.0,0,759,17,78,130,maiz,goteo,si,no,integrado,0
CSC008499,20.6,29.2,11.6,53,28.4,31,50,6.8,0.65,0.07,0.44,2,2,63,6.3,2.8,22,1.33,183,7.5,2.5,22,909,47,76,14,horticola,secano,si,si,integrado,0
CSC008500,19.2,29.1,11.6,63,25.7,43,62,5.7,0.46,0.09,0.51,51,5,257,6.6,1.7,23,0.76,548,16.0,6.9,28,1001,53,65,60,trigo,goteo,no,no,convencional,0
CSC008501,18.5,27.8,10.7,62,18.6,46,40,3.9,0.77,0.07,0.17,26,3,202,6.8,1.7,21,1.49,337,10.2,39.7,0,1064,9,71,157,vid,goteo,no,si,integrado,0
CSC008502,20.1,30.7,9.4,65,27.7,23,99,8.4,0.74,0.46,0.22,22,1,169,5.6,1.7,12,1.35,255,0.0,22.6,0,879,27,74,67,maiz,goteo,si,no,convencional,0
CSC008503,25.6,37.2,19.6,71,31.3,52,129,11.8,0.72,0.71,0.34,14,2,168,4.7,2.4,26,0.34,667,18.4,9.8,22,1384,43,95,132,horticola,goteo,si,no,integrado,0
CSC008504,19.7,27.5,9.7,68,31.8,87,128,13.3,0.68,0.68,0.34,13,4,147,6.4,3.2,29,0.65,774,0.9,4.1,19,859,48,70,65,trigo,aspersion,si,no,ecologico,0
CSC008505,21.1,31.3,14.5,92,38.3,78,134,14.5,0.7,0.7,0.51,63,6,171,6.6,3.4,35,0.61,346,4.4,2.5,24,995,42,81,126,trigo,aspersion,si,si,integrado,1
CSC008506,21.2,28.3,13.3,78,23.2,36,139,10.5,0.45,0.34,0.55,53,3,209,7.2,1.6,31,0.49,660,15.6,18.1,26,1105,56,78,82,maiz,secano,no,no,convencional,0
CSC008507,24.7,34.6,17.7,73,25.1,49,168,8.9,0.65,0.51,0.26,6,0,177,5.8,1.5,25,0.29,873,18.0,20.8,6,1040,33,69,112,olivo,goteo,si,si,convencional,0
CSC008508,17.1,24.9,8.7,49,22.4,38,0,3.4,0.78,-0.39,0.19,2,2,152,7.3,2.1,18,1.33,379,6.9,7.0,0,644,3,50,176,citricos,aspersion,no,si,convencional,0
CSC008509,21.8,29.8,16.1,76,24.4,68,164,8.5,0.68,0.32,0.19,7,6,156,5.6,3.2,33,0.2,687,9.2,5.4,10,825,49,58,153,maiz,secano,no,si,convencional,0
CSC008510,16.9,22.9,8.1,77,32.5,49,77,10.3,0.5,0.38,0.33,46,2,139,5.9,2.3,2,2.16,284,13.7,13.3,32,319,67,96,163,olivo,aspersion,no,si,convencional,1
CSC008511,18.6,24.6,10.0,69,25.0,59,110,11.3,0.58,0.53,0.21,29,4,140,6.7,2.0,20,0.1,501,12.0,2.4,13,455,35,97,44,olivo,goteo,si,no,convencional,0
CSC008512,23.3,34.0,16.9,55,18.3,41,49,6.2,0.77,-0.0,0.11,15,2,215,6.5,2.0,37,0.79,482,9.6,12.0,13,975,29,75,104,vid,aspersion,si,si,convencional,0
CSC008513,26.2,36.9,19.7,90,33.5,70,148,16.5,0.65,0.72,0.34,5,5,219,6.3,2.5,27,1.2,692,15.8,14.5,23,1026,43,61,72,horticola,aspersion,si,si,integrado,1
CSC008514,8.6,13.3,-1.0,59,17.7,43,57,7.0,0.61,-0.06,0.33,2,1,165,6.5,1.8,22,1.66,360,7.5,8.9,21,445,44,55,66,citricos,aspersion,no,no,integrado,0
CSC008515,24.8,34.6,15.8,75,24.8,59,78,5.0,0.53,0.21,0.36,26,1,162,6.6,1.9,14,0.93,367,7.7,11.9,23,1075,40,72,14,olivo,secano,si,no,integrado,0
CSC008516,19.3,28.1,12.3,74,24.1,53,173,10.1,0.58,0.59,0.54,35,6,175,6.4,1.3,20,1.21,588,8.3,10.5,38,1021,51,94,116,maiz,secano,no,no,integrado,0
CSC008517,17.2,24.7,9.7,54,19.1,27,137,5.4,0.69,0.19,0.3,9,2,215,5.4,2.6,26,1.57,892,10.1,1.8,13,754,38,74,189,trigo,aspersion,si,no,integrado,0
CSC008518,22.8,31.8,15.0,60,24.5,26,56,9.0,0.5,0.27,0.44,109,3,183,5.9,0.5,34,1.04,465,7.1,17.6,41,755,59,82,112,maiz,goteo,no,si,ecologico,0
CSC008519,23.5,31.7,15.6,50,25.4,10,34,2.4,0.69,-0.23,0.01,18,3,200,7.6,2.4,25,0.59,765,12.5,35.0,4,921,3,62,17,vid,goteo,no,no,convencional,0
CSC008520,25.2,34.0,18.3,74,27.5,69,82,10.2,0.6,0.28,0.43,2,4,150,6.9,1.9,13,0.18,514,1.7,5.6,13,1080,46,66,43,maiz,secano,si,no,convencional,0
CSC008521,14.4,20.1,4.9,71,35.0,61,158,9.4,0.5,0.54,0.48,1,2,175,7.1,2.2,28,0.68,290,10.6,2.5,42,735,60,82,122,horticola,secano,no,no,convencional,1
CSC008522,21.5,30.8,13.9,71,25.1,61,137,14.4,0.7,0.66,0.39,24,2,191,6.1,2.3,28,0.79,352,26.8,3.6,29,938,39,51,116,horticola,secano,si,no,convencional,0
CSC008523,14.1,18.8,5.1,85,27.5,71,148,15.5,0.55,0.8,0.41,7,2,153,5.9,1.8,28,0.56,567,7.7,15.3,21,699,27,75,90,horticola,secano,si,no,integrado,0
CSC008524,13.5,20.3,1.4,41,17.0,0,0,0.9,0.77,-0.5,0.08,18,2,213,6.7,1.8,22,1.21,832,0.0,9.6,0,538,2,72,81,maiz,aspersion,si,no,integrado,0
CSC008525,16.3,24.8,9.1,52,23.7,19,59,0.2,0.65,-0.24,0.26,74,3,175,6.9,2.6,18,2.48,195,3.6,50.0,0,784,32,69,30,olivo,goteo,si,no,ecologico,0
CSC008526,23.0,33.4,15.2,76,27.2,48,94,11.7,0.48,0.23,0.49,12,5,185,6.8,3.2,22,0.56,432,6.4,14.1,22,1118,57,46,177,citricos,aspersion,si,no,convencional,0
CSC008527,22.3,29.9,15.0,63,29.1,39,138,10.2,0.7,0.62,0.42,32,2,201,7.6,2.2,23,0.76,137,9.6,9.8,11,835,42,42,131,maiz,goteo,no,si,ecologico,0
CSC008528,23.9,35.6,20.3,69,22.1,46,128,7.6,0.53,0.31,0.68,98,1,102,7.4,2.0,17,0.82,566,3.5,1.0,27,952,62,66,102,vid,aspersion,no,si,integrado,1
CSC008529,24.7,35.2,16.2,59,21.4,20,100,6.1,0.39,0.2,0.61,23,4,195,5.8,3.2,31,1.05,641,8.1,13.5,34,1032,58,62,64,vid,goteo,no,no,integrado,0
CSC008530,12.6,16.9,4.8,77,31.9,45,112,7.4,0.59,0.31,0.4,60,1,184,5.0,2.1,35,0.72,314,3.2,22.4,31,358,50,53,119,horticola,secano,si,si,ecologico,0
CSC008531,27.3,40.9,22.0,69,34.6,75,126,9.0,0.56,0.62,0.44,21,1,186,5.6,1.2,16,0.94,509,2.3,7.0,36,1434,45,73,43,horticola,secano,si,no,ecologico,0
CSC008532,13.7,20.7,6.2,56,27.8,51,74,10.0,0.48,0.4,0.7,42,3,178,6.7,2.5,31,0.67,708,0.0,6.3,34,185,66,65,5,vid,secano,no,no,convencional,1
CSC008533,26.2,37.9,19.7,66,26.4,31,69,8.2,0.59,0.18,0.18,29,2,270,6.7,1.1,23,1.57,227,13.1,35.2,11,1002,28,60,48,maiz,secano,no,no,integrado,0
CSC008534,13.1,17.9,1.3,67,18.2,33,50,9.9,0.45,0.01,0.64,66,2,274,6.0,3.1,30,2.26,238,11.9,1.9,39,568,55,100,182,citricos,aspersion,si,no,integrado,1
CSC008535,20.0,29.8,10.8,62,24.7,63,24,12.0,0.59,0.36,0.3,22,2,154,6.4,2.2,14,1.23,761,14.3,7.5,31,1024,44,73,150,horticola,secano,si,no,convencional,0
CSC008536,27.3,37.2,20.4,69,29.0,82,174,14.4,0.72,0.45,0.11,1,0,152,6.8,1.4,8,0.56,488,2.0,50.0,9,1227,23,78,101,vid,secano,si,no,convencional,0
CSC008537,17.5,23.9,8.7,44,30.2,38,24,7.4,0.61,0.05,0.3,7,3,187,6.8,2.4,24,1.46,485,5.5,1.3,18,694,45,82,153,vid,secano,no,no,ecologico,0
CSC008538,25.0,35.1,18.1,61,28.6,47,31,7.9,0.66,0.1,0.14,15,4,237,5.7,2.8,25,0.1,788,3.1,31.0,7,1123,32,76,107,maiz,secano,si,si,convencional,0
CSC008539,16.4,23.5,8.2,44,5.0,0,0,0.0,0.7,-0.5,0.09,24,3,132,6.2,1.6,6,0.5,492,16.7,3.6,0,500,16,78,121,maiz,secano,no,si,convencional,0
CSC008540,26.8,38.9,19.5,75,27.3,74,152,9.1,0.52,0.18,0.24,6,1,148,6.2,4.4,9,0.62,339,2.5,23.3,26,1544,41,77,100,maiz,secano,no,si,integrado,0
CSC008541,19.1,27.7,11.7,74,28.8,63,175,17.0,0.49,0.62,0.57,6,5,197,6.7,2.7,25,1.33,674,7.2,0.9,19,672,47,92,67,maiz,goteo,si,no,convencional,0
CSC008542,21.6,27.8,14.4,83,31.5,91,139,14.0,0.58,0.52,0.39,21,4,197,5.7,1.5,18,1.57,1058,14.4,7.8,27,862,66,66,116,maiz,secano,si,no,convencional,0
CSC008543,21.7,29.0,13.5,72,28.1,55,56,10.4,0.46,0.29,0.47,65,4,158,6.0,2.0,15,0.54,459,17.4,9.7,25,533,45,73,126,maiz,aspersion,si,no,convencional,0
CSC008544,16.2,22.9,7.5,39,18.5,41,48,0.8,0.73,-0.26,0.03,33,3,199,5.5,0.9,30,0.89,274,5.2,24.7,0,893,28,68,177,olivo,goteo,si,si,convencional,0
CSC008545,12.1,15.4,1.9,60,16.1,47,81,4.1,0.71,-0.03,0.05,13,1,196,5.3,2.2,30,0.12,484,15.2,20.7,0,457,18,61,83,olivo,aspersion,no,no,integrado,0
CSC008546,24.1,35.1,17.6,69,27.7,52,101,6.5,0.68,0.36,0.25,9,1,190,7.6,2.9,42,1.64,60,11.1,7.4,11,1285,36,64,95,citricos,aspersion,si,no,convencional,1
CSC008547,24.1,33.0,17.4,57,30.6,45,77,6.9,0.61,0.22,0.33,6,8,173,5.8,2.8,16,0.84,365,15.4,48.4,25,726,35,71,106,horticola,aspersion,no,si,convencional,0
CSC008548,18.9,26.5,11.0,84,18.4,62,74,12.2,0.63,0.32,0.33,2,7,197,7.4,2.5,21,0.71,498,9.8,13.1,22,958,36,67,143,trigo,secano,si,no,integrado,0
CSC008549,23.7,32.6,17.3,85,27.5,66,91,13.9,0.63,0.33,0.47,2,3,179,6.6,1.3,22,1.57,224,9.8,15.6,14,1032,47,71,87,citricos,aspersion,si,no,convencional,0
CSC008550,18.0,24.0,9.1,57,23.9,42,98,9.6,0.67,0.16,0.27,9,4,111,5.3,2.1,30,0.81,429,10.2,1.8,18,678,41,55,52,citricos,aspersion,no,no,convencional,1
CSC008551,14.0,21.1,5.8,64,25.7,66,67,4.4,0.54,0.0,0.3,65,4,192,6.3,1.5,32,1.64,417,0.0,15.9,10,877,24,59,105,trigo,goteo,si,no,convencional,0
CSC008552,18.0,23.9,11.4,44,18.4,25,53,1.7,0.71,-0.18,0.3,9,0,172,6.2,2.9,16,0.79,91,0.0,9.5,6,1140,37,54,114,olivo,aspersion,si,no,ecologico,0
CSC008553,19.2,27.4,10.1,70,30.7,82,163,12.1,0.48,0.37,0.52,5,2,256,7.1,2.5,25,0.5,399,3.5,12.4,33,693,43,95,132,vid,secano,si,si,ecologico,1
CSC008554,17.0,24.1,8.0,62,24.0,17,40,8.5,0.64,0.13,0.2,7,4,176,7.2,1.4,20,0.76,464,22.6,1.6,7,685,36,63,138,maiz,goteo,si,si,convencional,0
CSC008555,17.8,27.0,9.2,47,21.3,31,72,6.4,0.65,-0.14,0.16,27,2,284,6.7,1.3,19,0.87,230,1.6,0.4,0,812,23,80,44,trigo,goteo,si,si,convencional,0
CSC008556,17.1,22.0,7.9,62,23.3,51,84,9.3,0.76,0.52,0.31,2,3,196,6.7,3.1,30,1.71,691,7.5,16.1,3,560,21,74,5,vid,secano,si,si,convencional,0
CSC008557,21.5,28.0,12.8,61,15.8,57,71,8.4,0.59,0.1,0.27,19,2,205,6.1,3.0,18,1.06,415,10.1,16.8,21,791,39,100,139,horticola,secano,no,no,convencional,0
CSC008558,14.1,22.5,4.6,61,26.0,59,137,9.0,0.71,0.15,0.24,27,5,170,7.0,1.5,22,0.46,399,2.8,23.5,13,648,32,77,129,trigo,secano,si,no,ecologico,0
CSC008559,22.0,29.5,15.2,41,13.3,0,0,0.9,0.55,-0.47,0.19,54,2,222,6.3,0.3,14,0.52,158,13.4,5.9,6,1343,25,65,95,trigo,secano,no,no,integrado,0
CSC008560,22.9,31.0,14.1,50,15.3,23,30,1.5,0.63,-0.3,0.1,10,3,169,5.9,1.7,24,0.82,90,0.0,21.9,0,802,17,83,130,citricos,secano,si,no,ecologico,0
CSC008561,22.9,33.5,15.1,73,26.8,60,69,11.7,0.58,0.57,0.46,8,7,222,7.2,2.0,29,0.95,626,4.0,24.7,16,1094,40,67,41,olivo,secano,no,no,integrado,0
CSC008562,26.5,36.4,19.7,98,36.3,81,145,19.9,0.52,0.8,0.76,63,2,206,6.8,2.0,28,0.48,160,5.8,3.0,49,1239,78,64,5,citricos,secano,si,no,convencional,0
CSC008563,21.3,30.0,13.4,63,18.9,55,92,8.3,0.58,0.14,0.45,41,1,240,6.9,3.0,9,1.04,522,10.9,11.3,11,1157,41,53,114,citricos,secano,si,no,convencional,0
CSC008564,17.2,25.3,8.0,55,19.3,68,145,7.2,0.6,0.15,0.43,1,3,151,6.8,3.0,29,1.25,327,9.4,9.8,23,936,35,51,84,trigo,goteo,si,no,integrado,0
CSC008565,21.2,31.1,13.3,64,30.7,67,89,13.1,0.53,0.5,0.43,23,3,135,6.0,1.3,30,0.89,286,3.0,21.5,44,865,64,38,73,horticola,aspersion,no,no,convencional,0
CSC008566,20.6,27.4,12.9,84,33.0,69,181,17.7,0.71,0.8,0.54,19,1,143,5.8,2.0,19,1.45,190,2.6,2.3,25,859,40,65,76,maiz,secano,si,si,ecologico,0
CSC008567,14.7,20.9,6.2,48,14.3,19,79,0.4,0.64,-0.35,0.36,23,3,163,6.6,2.0,22,1.05,567,0.0,10.9,16,381,30,73,72,maiz,goteo,no,no,convencional,0
CSC008568,21.3,30.0,14.3,40,13.5,26,37,2.4,0.67,-0.21,0.15,8,1,208,7.3,2.7,29,0.76,397,9.5,16.6,0,972,21,60,170,horticola,secano,si,si,integrado,0
CSC008569,20.1,27.6,12.0,83,33.5,76,167,15.2,0.65,0.8,0.41,24,7,156,7.1,0.3,13,1.15,460,11.1,7.3,22,955,49,88,82,citricos,secano,si,no,integrado,0
CSC008570,20.2,28.9,12.2,78,32.1,67,164,14.9,0.63,0.69,0.59,7,1,181,7.3,1.6,13,0.8,96,5.8,1.7,42,945,61,80,178,vid,secano,no,no,convencional,0
CSC008571,22.8,32.7,14.8,89,39.7,69,144,12.9,0.52,0.73,0.6,19,7,234,7.2,2.1,14,1.07,546,3.1,0.7,47,871,63,47,111,vid,aspersion,si,no,ecologico,1
CSC008572,24.2,34.0,17.3,78,31.8,69,153,13.9,0.68,0.65,0.27,39,4,153,7.0,3.6,19,0.9,453,9.3,7.8,11,886,49,60,92,trigo,aspersion,si,no,ecologico,0
CSC008573,14.2,19.3,5.1,49,14.9,0,12,0.0,0.57,-0.44,0.13,14,4,169,7.3,2.1,23,0.16,647,6.5,11.4,0,548,27,71,68,horticola,secano,si,no,convencional,0
CSC008574,14.4,21.0,4.4,63,29.2,48,64,8.7,0.5,0.39,0.6,58,3,160,6.6,1.9,14,1.08,383,9.2,1.9,38,764,58,61,89,horticola,secano,si,no,ecologico,1
CSC008575,17.2,23.7,7.8,86,26.2,80,114,10.5,0.58,0.42,0.48,1,4,167,7.0,2.2,9,0.88,859,0.0,15.4,18,603,42,77,146,horticola,secano,si,no,convencional,0
CSC008576,21.8,29.3,14.1,82,27.6,67,145,11.3,0.66,0.45,0.39,1,2,189,7.9,3.0,24,0.46,614,8.0,1.0,11,981,50,96,102,citricos,aspersion,si,no,convencional,0
CSC008577,22.1,31.1,13.7,59,25.6,38,65,4.3,0.68,-0.14,0.22,46,3,218,7.8,2.2,15,0.29,78,8.3,12.1,21,835,30,66,97,trigo,goteo,no,no,convencional,0
CSC008578,18.3,23.6,9.1,61,28.6,63,126,11.1,0.52,0.37,0.38,29,5,152,7.7,2.9,20,0.1,621,7.5,5.3,40,863,40,99,91,trigo,secano,si,si,ecologico,1
CSC008579,18.7,25.9,9.7,72,30.0,68,138,14.3,0.6,0.39,0.45,25,4,177,7.9,1.8,19,0.29,799,16.6,20.6,35,741,67,75,80,trigo,goteo,si,no,integrado,0
CSC008580,21.5,30.4,14.4,75,25.5,107,88,10.7,0.61,0.48,0.4,17,3,171,5.8,1.6,14,0.94,210,11.6,17.1,22,1083,42,39,31,trigo,secano,si,si,convencional,1
CSC008581,21.0,28.6,12.2,73,28.1,50,74,4.8,0.65,0.36,0.36,17,5,167,6.6,2.2,25,0.7,419,11.2,13.5,12,842,43,81,33,olivo,goteo,si,no,integrado,0
CSC008582,20.0,28.4,12.7,85,33.3,63,213,17.8,0.66,0.8,0.6,20,2,148,6.7,1.1,18,0.81,492,9.9,2.0,30,1131,48,76,64,olivo,goteo,no,no,convencional,0
CSC008583,20.7,26.0,14.0,64,17.6,42,83,5.9,0.68,-0.05,0.27,9,1,154,5.6,3.2,15,1.03,746,6.2,17.7,0,1136,38,69,88,maiz,aspersion,si,si,integrado,0
CSC008584,17.4,24.7,9.7,63,21.0,59,97,8.2,0.79,0.35,0.38,3,2,194,6.1,2.8,26,0.44,733,15.2,0.4,20,573,49,61,161,olivo,goteo,no,no,integrado,0
