id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,peso_mg,longitud_antena_mm,num_segmentos_antena,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_ala_mm,envergadura_mm,num_manchas,diametro_mancha_mm,num_estrias_elitro,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,ratio_largo_ancho,ratio_antena_cuerpo,ratio_ala_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,densidad_setas,intensidad_color,especie_invasora
INV004749,14.05,8.31,5.83,4.85,2.98,3.78,129,8.05,12,7.78,3.63,3.22,11.46,28.75,5,0.69,11,1.45,1.04,1.71,2.41,0.573,0.816,63.9,184.3,11,140,0
INV004750,18.27,10.86,9.04,6.89,4.61,4.92,224,8.84,9,10.9,4.89,4.66,14.16,37.36,8,0.65,11,2.3,1.31,2.06,2.02,0.484,0.775,128.8,371.6,7,121,0
INV004751,15.92,9.99,6.98,5.33,3.79,4.66,148,8.67,9,8.22,3.66,3.35,13.47,33.92,9,1.04,8,1.98,0.9,1.51,2.28,0.545,0.846,86.7,250.0,12,111,0
INV004752,16.55,10.74,7.1,5.46,3.77,3.79,151,8.68,12,8.5,3.97,3.85,13.06,33.22,9,0.75,12,1.9,1.17,1.87,2.33,0.524,0.789,91.7,264.4,12,195,0
INV004753,18.93,11.64,6.59,5.32,3.62,5.54,246,10.64,9,10.67,5.26,4.63,15.83,38.25,11,1.28,11,1.74,0.64,2.23,2.87,0.562,0.836,97.3,280.7,19,164,1
INV004754,16.9,10.73,7.33,5.55,3.74,4.65,182,8.29,9,9.05,4.28,3.91,15.61,38.55,7,0.77,8,1.88,1.0,1.75,2.31,0.491,0.924,96.6,278.7,19,154,0
INV004755,15.54,9.48,6.25,4.88,3.27,4.64,135,7.44,10,8.46,3.78,3.62,12.11,30.47,7,0.59,9,1.72,1.49,1.41,2.49,0.479,0.779,75.8,218.5,7,82,0
INV004756,15.35,9.65,8.06,6.49,4.13,4.46,181,7.46,10,8.99,4.18,3.53,12.25,32.56,6,0.25,7,2.0,0.75,1.04,1.9,0.486,0.798,96.5,278.4,4,56,0
INV004757,13.32,8.3,5.44,4.22,2.74,3.39,87,6.53,10,7.43,3.6,2.99,10.43,26.3,6,0.74,9,1.44,0.77,1.11,2.45,0.49,0.783,56.5,163.0,12,78,0
INV004758,16.95,10.58,6.27,4.8,3.24,5.3,148,8.56,9,9.36,4.51,3.89,14.89,36.05,11,1.0,11,1.66,1.38,2.05,2.7,0.505,0.878,82.9,239.1,22,160,0
INV004759,12.56,8.02,4.55,3.66,2.45,3.12,53,7.25,9,7.23,3.5,3.02,10.39,25.33,8,0.93,10,1.45,1.07,1.58,2.76,0.577,0.827,44.6,128.6,20,204,1
INV004760,15.95,9.4,7.82,6.13,4.17,4.17,145,6.32,10,9.3,4.21,4.15,12.11,32.04,8,0.71,8,1.97,0.78,1.77,2.04,0.396,0.759,97.3,280.6,10,165,0
INV004761,18.38,12.0,6.76,5.57,3.67,4.82,229,9.75,11,10.35,4.8,4.28,14.84,36.44,12,1.06,9,1.79,0.67,2.06,2.72,0.53,0.807,96.9,279.6,18,192,0
INV004762,22.36,13.56,8.57,6.65,4.37,5.83,314,11.09,11,11.71,5.61,4.81,17.77,44.11,7,1.0,9,2.3,0.64,2.5,2.61,0.496,0.795,149.5,431.2,18,147,0
INV004763,10.8,7.12,6.04,4.59,3.24,3.26,63,5.57,8,6.74,2.73,2.76,9.19,24.42,3,0.34,9,1.56,1.21,0.91,1.79,0.516,0.851,50.9,146.8,6,91,0
INV004764,11.86,7.45,5.2,4.41,2.8,3.87,51,6.69,10,6.85,3.27,2.99,10.62,26.44,7,0.71,10,1.31,0.76,1.21,2.28,0.564,0.895,48.1,138.8,15,80,0
INV004765,13.84,8.58,6.01,4.76,3.34,4.4,118,6.61,11,7.04,3.5,3.02,11.38,28.77,4,0.76,7,1.58,0.82,1.22,2.3,0.478,0.822,64.9,187.2,8,111,0
INV004766,19.22,11.63,8.72,6.48,4.42,5.39,238,9.62,10,10.33,4.81,4.52,14.86,38.44,6,0.75,9,2.08,1.15,2.0,2.2,0.501,0.773,130.7,377.1,14,128,0
INV004767,22.76,14.09,9.56,7.74,4.97,5.9,318,12.47,12,10.97,5.22,4.56,17.64,44.84,5,1.15,12,2.64,1.16,2.43,2.38,0.548,0.775,169.7,489.6,17,194,1
INV004768,13.98,8.97,6.57,5.22,3.51,4.28,77,6.61,10,7.81,3.41,3.19,10.95,28.47,4,0.54,8,1.67,1.31,1.03,2.13,0.473,0.783,71.6,206.7,7,105,0
INV004769,15.83,10.06,6.14,5.05,3.3,4.93,132,7.44,9,8.71,4.24,3.56,12.19,30.52,11,0.95,9,1.57,1.56,1.94,2.58,0.47,0.77,75.8,218.7,15,162,0
INV004770,18.44,11.69,9.26,7.08,5.04,5.3,271,8.91,12,10.22,4.79,4.38,15.16,39.58,4,0.59,9,2.36,0.74,1.55,1.99,0.483,0.822,133.2,384.2,9,50,0
INV004771,13.44,8.28,7.41,5.8,3.63,4.0,86,6.49,11,7.38,3.48,3.21,10.89,29.19,3,0.73,10,1.86,1.21,1.4,1.81,0.483,0.81,77.7,224.1,6,57,0
INV004772,14.94,9.18,7.24,5.51,3.99,4.55,104,6.67,8,7.8,3.73,3.61,11.03,29.3,2,1.05,9,1.99,0.83,1.27,2.06,0.446,0.738,84.4,243.4,7,144,0
INV004773,16.92,10.6,6.08,4.78,3.41,4.5,193,9.22,11,9.52,4.56,4.09,13.23,32.54,7,1.06,11,1.47,0.84,1.87,2.78,0.545,0.782,80.2,231.5,13,212,0
INV004774,19.2,11.85,9.1,7.38,4.81,5.19,230,9.13,11,10.54,5.29,4.25,14.53,38.16,7,0.39,7,2.16,1.0,1.7,2.11,0.476,0.757,136.3,393.1,7,64,1
INV004775,18.71,11.78,9.19,7.48,4.92,5.3,261,9.17,13,10.69,4.3,4.96,14.5,38.19,2,0.37,8,2.35,1.0,1.66,2.04,0.49,0.775,134.1,386.9,9,63,0
INV004776,16.71,10.33,8.07,5.86,4.34,4.96,216,8.74,10,9.74,4.22,4.19,13.65,35.37,3,0.64,9,2.23,0.72,1.63,2.07,0.523,0.817,105.2,303.4,11,64,0
INV004777,19.46,11.67,7.79,6.11,4.24,5.4,277,10.32,8,10.69,4.74,4.57,15.56,38.91,8,1.01,8,1.96,0.77,1.89,2.5,0.53,0.8,118.2,341.1,10,148,0
INV004778,22.45,13.93,8.82,6.66,4.55,6.28,353,11.35,9,12.27,6.05,5.29,18.67,46.16,6,0.64,10,2.24,1.08,1.91,2.55,0.506,0.832,154.4,445.5,14,47,1
INV004779,13.96,8.98,5.43,4.38,2.89,3.99,122,7.58,11,8.23,3.85,3.52,12.76,30.95,8,0.93,11,1.43,0.48,1.87,2.57,0.543,0.914,59.1,170.6,17,196,0
INV004780,14.21,8.8,7.74,5.7,3.93,5.41,145,8.09,10,9.52,4.28,4.29,12.9,33.54,4,0.45,8,1.98,1.02,1.31,1.84,0.569,0.908,85.8,247.5,8,78,0
INV004781,15.21,9.42,6.39,5.19,3.37,3.73,120,8.18,8,8.97,3.99,3.55,11.96,30.31,9,1.27,11,1.79,0.69,1.59,2.38,0.538,0.786,75.8,218.7,13,141,0
INV004782,17.71,10.81,6.11,5.13,3.28,5.0,211,10.63,10,9.88,4.51,4.13,15.56,37.23,9,1.27,11,1.59,0.67,2.04,2.9,0.6,0.879,84.4,243.5,16,189,1
INV004783,17.17,10.23,7.63,6.18,3.85,4.8,233,7.33,13,9.54,3.94,3.95,13.25,34.13,4,0.82,8,2.01,0.88,1.4,2.25,0.427,0.772,102.2,294.8,5,35,0
INV004784,21.54,13.53,8.03,6.35,4.04,5.93,325,11.12,13,11.71,5.46,4.92,17.12,42.27,9,0.95,9,2.14,1.03,2.23,2.68,0.516,0.795,134.9,389.2,14,157,1
INV004785,12.49,7.44,7.02,5.3,3.6,4.14,71,4.83,9,7.33,3.47,3.17,9.0,25.02,2,0.19,8,1.69,1.04,1.03,1.78,0.387,0.721,68.4,197.3,6,15,0
INV004786,14.02,8.73,5.09,3.48,2.79,3.39,91,7.34,8,7.03,3.04,3.0,11.15,27.39,9,0.99,10,1.49,0.83,1.58,2.75,0.524,0.795,55.7,160.6,17,82,0
INV004787,7.19,4.5,4.27,3.65,2.16,3.8,10,3.36,9,5.18,2.21,2.1,5.89,16.05,4,0.42,7,1.18,0.82,0.26,1.68,0.467,0.819,23.9,69.1,4,65,0
INV004788,15.02,9.16,5.89,4.3,3.03,4.8,171,8.75,12,8.9,4.18,3.57,14.29,34.47,9,1.17,11,1.45,0.84,1.73,2.55,0.583,0.951,69.0,199.1,14,156,0
INV004789,12.54,7.85,5.48,4.12,2.71,3.94,55,7.15,11,7.63,3.51,3.04,10.71,26.9,6,0.74,9,1.33,0.67,1.26,2.29,0.57,0.854,53.6,154.6,18,152,0
INV004790,21.83,13.04,9.13,7.08,4.85,5.99,322,11.26,10,11.98,5.62,5.2,17.47,44.07,3,0.88,10,2.56,1.07,1.88,2.39,0.516,0.8,155.5,448.4,10,93,1
INV004791,11.61,7.62,6.18,4.78,3.39,3.95,95,5.92,11,6.61,3.05,2.81,9.27,24.72,2,0.39,8,1.47,0.97,0.89,1.88,0.51,0.798,56.0,161.4,8,76,0
INV004792,13.88,8.58,5.5,4.39,3.11,3.69,75,6.53,12,8.46,4.03,3.91,11.66,28.82,9,0.91,10,1.38,0.87,1.66,2.52,0.47,0.84,59.5,171.8,13,172,0
INV004793,11.96,7.51,5.21,3.85,2.69,3.61,34,6.18,10,6.69,3.0,2.96,9.59,24.39,8,0.82,7,1.35,0.65,1.02,2.3,0.517,0.802,48.6,140.2,13,122,0
INV004794,15.22,9.5,6.19,4.73,3.49,4.02,134,7.32,10,8.37,3.94,3.61,11.74,29.67,4,1.1,12,1.56,1.01,1.65,2.46,0.481,0.771,73.5,212.0,9,78,0
INV004795,17.95,11.1,8.23,6.59,4.38,4.94,241,7.97,9,9.87,4.42,3.92,14.29,36.81,4,0.3,8,2.09,0.57,1.63,2.18,0.444,0.796,115.2,332.4,20,115,0
INV004796,17.8,11.22,8.12,6.05,4.27,5.34,260,8.66,11,9.85,4.37,3.92,13.59,35.3,3,0.65,9,2.12,1.18,1.52,2.19,0.487,0.763,112.7,325.2,6,53,0
INV004797,16.82,10.39,6.0,4.61,3.12,4.39,122,8.94,8,8.74,4.09,3.68,12.99,31.98,8,1.25,11,1.39,0.97,1.57,2.8,0.532,0.772,78.7,227.1,19,175,1
INV004798,21.3,13.3,7.85,6.16,4.44,5.66,278,10.23,10,11.02,5.28,4.4,16.74,41.33,8,1.36,8,2.09,0.39,2.27,2.71,0.48,0.786,130.4,376.2,16,163,0
INV004799,10.87,6.87,5.45,4.17,2.71,3.33,10,5.38,9,6.06,3.02,2.78,8.14,21.73,7,0.52,8,1.47,0.5,1.07,1.99,0.495,0.749,46.2,133.3,15,82,0
INV004800,15.83,9.51,7.06,5.4,3.69,4.7,143,8.11,12,9.46,4.25,3.84,11.38,29.82,3,0.74,9,1.79,0.95,1.48,2.24,0.512,0.719,87.2,251.5,12,115,0
INV004801,19.78,12.09,7.01,5.4,3.6,5.46,259,11.61,11,11.4,5.0,4.73,17.51,42.03,9,1.44,13,1.86,0.73,2.09,2.82,0.587,0.885,108.2,312.0,15,222,1
INV004802,17.89,11.06,6.55,5.46,3.43,3.9,186,8.23,10,9.06,4.05,3.94,12.91,32.37,10,0.74,11,1.54,1.11,1.97,2.73,0.46,0.722,91.4,263.7,15,161,0
INV004803,15.9,9.74,6.84,5.58,3.44,4.43,208,7.87,10,9.01,4.09,3.63,12.94,32.72,5,0.8,10,1.81,1.21,1.19,2.32,0.495,0.814,84.8,244.7,12,132,0
INV004804,21.03,12.96,7.26,5.55,3.84,4.6,259,10.81,11,11.7,5.4,4.58,17.25,41.76,12,1.65,14,1.99,0.96,2.82,2.9,0.514,0.82,119.1,343.5,29,255,1
INV004805,15.76,10.12,5.64,4.37,2.93,4.23,185,7.7,11,8.07,3.85,3.55,12.64,30.92,8,1.09,11,1.4,0.56,1.56,2.79,0.489,0.802,69.3,200.0,17,176,1
INV004806,10.81,6.53,4.47,3.58,2.39,3.4,33,6.53,8,6.85,3.1,2.85,8.88,22.23,11,1.04,11,1.18,0.93,1.82,2.42,0.604,0.821,37.7,108.7,17,95,0
INV004807,15.28,8.89,7.32,5.55,4.03,4.44,183,8.68,12,8.5,4.06,3.84,12.85,33.02,5,0.8,8,1.85,1.68,1.52,2.09,0.568,0.841,87.2,251.7,9,175,0
INV004808,21.12,13.03,7.57,5.92,3.83,6.04,303,10.52,10,11.29,5.3,4.97,16.59,40.75,11,1.28,10,2.16,1.0,2.42,2.79,0.498,0.786,124.7,359.7,19,179,0
INV004809,17.96,10.78,6.25,4.64,3.34,4.68,156,9.16,9,8.64,4.1,3.84,14.64,35.53,11,1.36,11,1.72,0.71,2.05,2.87,0.51,0.815,87.6,252.6,20,195,0
INV004810,15.5,9.66,6.62,5.23,3.35,4.86,148,6.91,10,8.5,4.01,3.58,12.88,32.38,6,0.71,9,1.81,0.94,1.39,2.34,0.446,0.831,80.0,230.9,14,107,0
INV004811,14.86,9.18,5.72,4.54,2.68,4.23,153,9.09,9,8.5,3.57,3.66,12.23,30.18,6,0.8,10,1.53,1.39,1.71,2.6,0.612,0.823,66.3,191.2,14,145,0
INV004812,11.5,7.12,4.4,3.53,2.16,3.22,34,4.72,10,5.8,2.5,2.63,8.76,21.92,8,0.87,10,1.25,1.15,1.03,2.61,0.41,0.762,39.5,113.8,9,114,0
INV004813,15.08,8.86,7.72,6.01,3.92,3.89,137,5.61,9,8.02,3.65,3.46,10.63,28.98,1,0.26,9,1.9,0.86,0.99,1.95,0.372,0.705,90.8,261.9,0,97,0
INV004814,15.51,9.19,5.97,5.1,3.05,4.62,156,7.48,11,8.63,4.05,3.67,12.32,30.61,3,0.9,9,1.52,0.91,1.38,2.6,0.482,0.794,72.2,208.3,10,106,0
INV004815,22.01,14.13,9.06,7.1,4.56,5.93,309,10.9,11,11.68,5.44,4.77,16.41,41.88,10,0.87,9,2.36,1.25,2.43,2.43,0.495,0.746,155.5,448.7,12,172,1
INV004816,15.39,9.69,6.65,5.0,3.25,4.84,136,6.97,10,8.12,3.79,3.36,12.31,31.27,7,1.16,9,1.58,0.45,1.68,2.31,0.453,0.8,79.8,230.3,13,119,0
INV004817,19.66,12.37,8.89,7.2,4.56,5.08,237,10.06,8,9.97,4.45,4.48,14.2,37.29,7,0.42,6,2.19,0.68,1.97,2.21,0.512,0.722,136.3,393.2,11,77,0
INV004818,18.34,11.52,7.28,5.92,3.84,4.88,233,9.56,10,9.6,4.31,4.13,15.51,38.3,7,1.08,8,2.04,0.93,2.01,2.52,0.521,0.846,104.1,300.4,16,122,0
INV004819,18.15,11.01,7.01,5.32,3.67,5.22,183,9.38,11,9.7,4.41,3.78,15.28,37.57,9,1.06,11,1.79,1.39,2.27,2.59,0.517,0.842,99.2,286.3,22,255,1
INV004820,16.78,10.73,7.7,5.95,3.91,4.58,177,8.3,11,9.53,4.43,4.06,13.83,35.36,6,0.93,9,1.99,0.36,1.8,2.18,0.495,0.824,100.8,290.7,11,112,0
INV004821,15.9,10.05,6.31,4.89,3.16,3.99,167,8.39,10,9.33,4.22,3.78,12.67,31.65,10,1.03,9,1.76,1.36,1.81,2.52,0.528,0.797,78.3,225.7,14,146,0
INV004822,17.3,10.92,4.88,3.94,2.62,4.75,147,9.25,10,8.49,3.84,3.35,14.01,32.9,14,1.81,11,1.29,0.82,2.46,3.55,0.535,0.81,65.9,190.0,19,255,1
INV004823,12.35,7.3,4.76,3.55,2.61,3.84,41,6.11,12,7.55,3.57,3.08,11.27,27.3,6,0.76,9,1.24,1.0,1.33,2.59,0.495,0.913,45.9,132.3,14,160,0
INV004824,17.08,10.3,8.11,6.61,4.38,5.39,233,7.59,8,9.66,4.73,3.96,13.68,35.47,3,0.7,5,2.34,1.04,1.44,2.11,0.444,0.801,108.0,311.7,10,85,0
INV004825,17.25,11.12,6.24,5.01,3.21,4.54,205,8.41,10,9.31,4.2,3.85,13.73,33.7,8,1.09,9,1.57,1.32,1.83,2.76,0.488,0.796,84.0,242.2,14,71,1
INV004826,18.77,11.79,7.31,5.44,3.87,4.74,197,9.15,9,10.83,4.97,4.52,14.61,36.53,8,0.8,8,1.99,0.88,2.18,2.57,0.487,0.778,107.0,308.7,20,125,0
INV004827,19.07,12.11,10.13,7.87,5.57,6.3,307,10.19,10,11.2,5.06,4.54,15.2,40.53,0,0.6,9,2.72,1.04,1.53,1.88,0.534,0.797,150.7,434.7,7,43,0
INV004828,18.99,11.76,8.74,6.58,4.72,5.72,277,10.13,10,11.53,5.32,4.81,15.14,39.02,6,0.63,9,2.18,0.93,1.94,2.17,0.533,0.797,129.5,373.4,14,156,0
INV004829,15.51,10.05,7.13,5.67,3.68,4.45,157,8.54,9,9.44,4.07,3.95,13.08,33.29,1,0.84,7,1.89,0.67,1.39,2.18,0.551,0.843,86.3,248.8,8,132,0
INV004830,15.65,9.63,7.08,5.47,3.72,4.64,180,7.58,10,9.78,4.51,3.92,12.72,32.52,2,0.73,8,1.61,0.77,1.18,2.21,0.484,0.813,86.4,249.3,14,89,0
INV004831,14.59,9.24,6.67,5.06,3.64,4.58,123,7.75,11,8.9,4.0,3.76,12.55,31.77,6,0.62,9,1.79,1.02,1.83,2.19,0.531,0.86,75.9,219.0,12,165,0
INV004832,15.12,10.07,6.53,5.16,3.33,4.69,141,7.0,11,8.3,3.72,3.56,12.89,32.31,9,0.89,9,1.76,1.06,1.87,2.32,0.463,0.853,77.0,222.2,18,181,0
INV004833,13.8,8.23,4.92,3.63,2.39,3.73,49,7.75,10,7.39,3.38,3.07,11.78,28.48,12,1.39,11,1.33,0.94,1.98,2.8,0.562,0.854,53.0,152.8,20,183,1
INV004834,18.05,11.12,9.36,7.4,4.8,4.54,202,8.19,9,10.74,4.78,4.71,13.53,36.42,2,0.6,9,2.4,1.12,1.46,1.93,0.454,0.75,131.8,380.1,5,81,0
INV004835,13.41,8.34,8.43,6.23,4.49,3.67,87,6.14,8,8.93,4.26,3.75,10.45,29.33,4,0.21,8,2.22,0.94,1.32,1.59,0.458,0.779,88.2,254.4,10,73,0
INV004836,17.49,11.01,8.41,6.4,4.26,5.13,249,8.84,10,10.93,4.79,4.54,14.02,36.45,3,0.63,9,2.14,0.22,1.76,2.08,0.505,0.802,114.7,331.0,4,113,0
INV004837,18.9,12.24,6.59,5.01,3.42,5.21,253,9.62,12,10.64,5.09,4.34,16.16,38.91,12,1.27,13,1.56,0.89,2.09,2.87,0.509,0.855,97.1,280.2,23,142,0
INV004838,18.14,11.48,7.42,5.1,4.04,5.27,268,10.32,10,10.43,4.75,4.56,16.03,39.48,9,1.1,10,2.06,1.12,1.98,2.44,0.569,0.884,105.0,302.8,17,126,0
INV004839,15.53,10.19,6.54,5.27,3.42,4.03,146,7.62,12,7.88,3.52,3.07,11.53,29.6,5,0.46,7,1.73,0.78,1.35,2.37,0.491,0.742,79.2,228.5,12,127,0
INV004840,15.07,9.39,8.1,6.63,4.14,4.36,134,7.24,11,8.33,3.98,3.71,12.81,33.72,2,0.7,6,2.13,0.83,1.62,1.86,0.48,0.85,95.2,274.7,11,66,0
INV004841,13.2,7.83,4.97,3.91,2.54,3.16,81,6.73,11,7.44,3.59,3.33,12.21,29.39,10,1.15,9,1.44,0.87,1.37,2.66,0.51,0.925,51.2,147.6,20,148,0
INV004842,18.15,12.02,6.47,4.81,3.29,4.98,178,9.34,10,10.87,5.11,4.96,15.63,37.73,11,1.17,12,1.68,0.88,1.97,2.81,0.515,0.861,91.6,264.2,13,117,1
INV004843,21.1,13.11,8.26,6.63,4.32,5.59,273,11.94,11,10.81,4.86,4.66,16.81,41.88,8,1.09,9,2.01,0.97,2.12,2.55,0.566,0.797,135.9,392.1,21,199,0
INV004844,24.14,14.58,10.9,8.62,5.41,6.1,388,11.24,9,13.21,6.13,5.59,18.45,47.8,0,0.83,8,2.8,0.87,2.33,2.21,0.466,0.764,205.2,592.0,7,102,0
INV004845,19.64,12.04,7.74,6.11,4.03,5.01,239,10.15,11,9.6,4.55,3.68,15.36,38.46,11,1.02,12,2.05,0.46,2.39,2.54,0.517,0.782,118.6,342.0,18,160,0
INV004846,15.53,9.71,6.47,5.04,3.11,4.79,166,7.32,10,9.45,4.02,3.85,12.75,31.97,3,0.83,10,1.66,0.94,1.43,2.4,0.471,0.821,78.4,226.1,9,112,0
INV004847,15.81,9.77,4.89,3.9,2.7,4.35,111,8.67,11,8.22,3.7,3.35,13.22,31.33,11,1.66,9,1.25,0.78,1.78,3.23,0.548,0.836,60.3,173.9,22,232,1
INV004848,12.41,7.64,4.52,3.56,2.31,3.51,31,7.1,8,5.84,2.83,2.73,10.59,25.7,8,0.79,9,1.24,0.9,1.43,2.75,0.572,0.853,43.8,126.2,17,120,0
INV004849,18.95,11.53,8.1,6.34,4.37,5.17,233,9.05,9,10.41,4.66,4.38,14.9,37.9,10,0.82,11,2.05,1.0,1.99,2.34,0.478,0.786,119.7,345.4,16,102,0
INV004850,16.35,10.41,5.07,3.32,2.52,4.41,91,9.52,9,8.01,3.97,3.39,14.9,34.87,8,1.23,13,1.46,0.83,1.89,3.22,0.582,0.911,64.7,186.5,17,213,0
INV004851,13.99,8.81,6.96,5.35,3.62,4.2,164,7.76,8,8.41,3.99,3.56,11.97,30.9,4,0.39,6,1.82,0.91,1.18,2.01,0.555,0.856,75.9,219.1,4,123,0
INV004852,19.43,12.13,6.27,4.64,3.01,4.78,161,9.43,11,9.86,4.8,4.05,15.15,36.57,11,1.21,10,1.78,1.43,2.11,3.1,0.485,0.78,95.0,274.1,17,189,1
INV004853,17.27,10.97,6.59,4.8,3.39,4.23,199,8.24,10,10.71,4.85,4.52,13.79,34.17,10,1.38,13,1.66,1.18,2.14,2.62,0.477,0.798,88.8,256.1,17,153,1
INV004854,19.14,11.6,7.93,6.0,4.01,5.36,280,9.37,9,10.96,4.96,4.46,15.3,38.53,6,0.77,9,2.07,1.13,1.79,2.41,0.49,0.799,118.4,341.5,12,178,1
INV004855,18.94,11.61,7.06,5.34,3.73,4.54,230,9.68,8,10.27,4.5,4.57,15.95,38.96,8,0.66,9,1.74,0.84,1.64,2.68,0.511,0.842,104.3,300.9,17,118,0
INV004856,17.68,11.3,7.34,5.75,3.79,5.25,206,8.36,8,10.48,4.56,4.32,14.56,36.46,6,0.64,8,2.05,0.99,1.6,2.41,0.473,0.824,101.2,292.0,11,105,0
INV004857,18.23,11.63,6.65,5.2,3.43,4.63,222,8.75,11,9.39,3.97,3.82,14.51,35.67,8,1.12,7,1.79,0.93,2.1,2.74,0.48,0.796,94.6,272.8,23,195,1
INV004858,16.76,10.42,7.24,5.75,3.6,4.65,187,9.71,10,9.11,4.1,4.0,14.36,35.96,6,1.04,9,1.86,1.32,1.89,2.31,0.579,0.857,94.6,273.0,7,206,0
INV004859,16.9,10.5,7.13,5.69,3.87,4.85,184,8.69,10,9.3,4.67,4.0,14.08,35.29,4,0.86,7,1.86,0.47,1.75,2.37,0.514,0.833,94.0,271.1,12,188,0
INV004860,15.45,9.97,7.26,5.65,3.74,4.6,201,7.85,9,9.91,4.47,4.26,13.48,34.22,3,0.76,7,1.89,1.04,1.61,2.13,0.508,0.872,87.5,252.4,16,141,0
INV004861,17.28,10.45,5.78,4.69,2.97,4.46,129,8.8,7,9.2,4.36,3.61,14.57,34.92,12,1.32,12,1.61,0.92,2.14,2.99,0.509,0.843,77.9,224.7,16,209,1
INV004862,18.21,10.7,7.68,5.99,4.08,5.16,199,8.64,9,10.96,4.9,4.69,13.91,35.5,7,0.83,9,2.14,1.25,1.84,2.37,0.474,0.764,109.1,314.7,17,132,0
INV004863,21.03,13.03,7.76,5.9,4.01,6.05,296,10.28,10,11.36,5.23,4.99,16.66,41.08,6,0.8,11,2.17,1.02,2.34,2.71,0.489,0.792,127.3,367.2,18,160,1
INV004864,19.86,12.18,6.86,5.19,3.7,4.48,184,9.39,12,9.22,4.23,3.82,15.01,36.88,8,1.18,13,1.67,0.49,2.03,2.9,0.473,0.756,106.3,306.5,18,152,1
INV004865,8.22,4.92,4.94,4.12,2.55,2.99,10,4.02,10,4.25,2.05,1.79,6.57,18.08,4,0.54,8,1.25,0.64,0.52,1.66,0.489,0.799,31.7,91.4,9,38,0
INV004866,16.24,9.83,7.5,5.79,3.88,4.9,159,8.43,10,9.48,4.5,3.97,12.68,32.86,5,0.57,8,1.97,0.85,1.58,2.17,0.519,0.781,95.0,274.0,11,79,0
INV004867,15.8,10.0,7.47,5.85,4.02,4.96,214,7.48,7,9.7,4.67,4.18,12.73,32.93,4,0.47,9,1.98,1.27,1.21,2.12,0.473,0.806,92.1,265.6,9,123,0
INV004868,17.75,11.1,9.22,7.62,4.78,5.53,254,8.58,8,10.31,4.93,4.5,13.81,36.84,2,0.38,8,2.59,0.34,1.84,1.93,0.483,0.778,127.7,368.2,8,88,0
INV004869,9.4,6.02,6.09,4.69,3.02,3.83,26,4.94,8,7.73,3.25,3.18,7.65,21.39,0,0.41,8,1.76,0.99,0.53,1.54,0.526,0.814,44.7,128.8,9,36,0
INV004870,16.47,10.18,7.83,6.22,3.85,4.53,201,7.76,10,9.25,4.5,3.76,14.51,36.85,6,0.7,11,2.11,0.9,1.84,2.1,0.471,0.881,100.6,290.2,16,99,0
INV004871,14.92,8.83,6.07,4.68,3.4,3.6,142,7.28,8,8.31,3.57,3.46,10.95,27.97,5,0.56,7,1.56,0.91,1.18,2.46,0.488,0.734,70.6,203.8,14,49,0
INV004872,16.1,9.76,8.41,6.13,4.4,4.99,207,8.0,11,9.46,4.52,3.97,13.12,34.65,4,0.48,6,2.2,1.01,1.5,1.91,0.497,0.815,105.6,304.7,5,74,1
INV004873,19.8,12.39,7.17,5.48,3.82,5.42,218,9.8,6,9.69,4.08,4.17,16.62,40.41,8,0.8,13,1.77,0.99,2.04,2.76,0.495,0.839,110.7,319.4,16,200,0
INV004874,15.79,9.67,7.62,5.58,4.17,4.4,245,8.1,12,10.38,4.67,4.32,14.28,36.18,7,0.31,9,2.15,0.8,1.35,2.07,0.513,0.904,93.8,270.7,9,86,0
INV004875,15.92,10.05,5.39,4.54,2.59,4.36,125,8.82,12,8.24,3.72,3.55,13.81,33.01,13,1.07,10,1.26,1.04,2.15,2.95,0.554,0.867,66.9,193.1,20,222,0
INV004876,15.39,9.23,7.0,5.36,3.75,4.88,130,7.76,8,8.3,3.58,3.45,12.25,31.5,4,0.72,7,1.92,1.27,1.24,2.2,0.504,0.796,84.0,242.4,6,68,0
INV004877,17.44,10.72,8.39,6.21,4.52,5.22,208,8.37,10,9.36,4.16,3.62,13.07,34.53,3,0.48,7,2.1,0.98,1.19,2.08,0.48,0.749,114.1,329.2,11,103,0
INV004878,17.98,11.28,6.95,5.84,3.44,4.9,195,8.58,10,8.57,3.59,3.26,15.57,38.09,7,0.81,9,1.96,0.72,1.64,2.59,0.477,0.866,97.5,281.2,20,139,0
INV004879,15.81,9.77,7.93,6.1,3.93,4.64,176,7.92,10,9.36,3.81,3.69,13.24,34.41,6,0.59,5,1.94,0.87,1.46,1.99,0.501,0.837,97.8,282.1,9,65,0
INV004880,16.41,10.28,7.36,5.01,3.93,4.89,147,8.52,10,8.99,4.3,3.61,13.67,34.7,6,0.94,10,1.93,0.9,1.58,2.23,0.519,0.833,94.2,271.7,15,98,0
INV004881,15.96,10.27,5.47,3.88,3.02,3.84,153,8.3,9,8.58,4.31,3.6,13.69,32.85,11,1.32,9,1.34,1.07,1.69,2.92,0.52,0.858,68.1,196.4,15,126,0
