id_especimen,longitud_total_mm,longitud_elitro_mm,anchura_max_mm,anchura_pronoto_mm,anchura_cabeza_mm,altura_cuerpo_mm,longitud_antena_mm,num_segmentos_antena,longitud_pata_anterior_mm,longitud_pata_posterior_mm,longitud_femur_mm,longitud_tibia_mm,longitud_tarso_mm,distancia_interocular_mm,diametro_ojo_mm,longitud_mandibula_mm,num_estrias_elitro,num_puntos_pronoto,longitud_espolon_mm,peso_mg,ratio_largo_ancho,ratio_antena_cuerpo,ratio_pata_cuerpo,area_dorsal_mm2,volumen_estimado_mm3,longitud_ala_mm,envergadura_mm,coloracion
ESP004855,17.24,10.82,7.07,5.62,3.75,4.32,8.28,11.0,6.72,11.29,5.1,4.52,3.25,1.92,0.99,2.05,11,40.0,1.2,166,2.44,0.48,0.655,95.1,263.3,14.49,36.05,metalico
ESP004856,21.92,13.68,8.75,6.9,4.74,5.65,9.79,10.0,7.99,13.23,6.18,,3.67,2.31,1.27,2.34,10,59.0,0.83,244,2.51,0.447,0.604,149.6,541.8,16.54,41.83,negro
ESP004857,10.07,6.31,5.07,4.3,2.95,3.27,4.56,8.0,4.75,6.06,,2.62,1.77,1.18,0.67,1.36,7,30.0,0.25,15,1.99,0.453,0.602,39.8,,9.28,23.63,negro
ESP004858,11.5,7.35,5.05,3.86,2.85,4.33,4.81,9.0,4.64,7.29,3.45,3.14,1.98,1.32,0.76,1.0,8,50.0,0.75,43,2.28,0.418,0.634,45.3,125.7,8.3,21.65,marron
ESP004859,13.28,8.45,6.78,5.27,3.49,4.42,6.42,8.0,5.67,8.1,3.62,,2.26,1.8,0.82,,8,32.0,0.58,112,1.96,0.483,0.61,70.2,199.0,11.59,29.96,negro
ESP004860,11.15,7.07,5.49,4.03,3.04,,5.26,9.0,5.76,7.32,2.99,3.06,2.14,1.59,0.73,0.93,9,43.0,0.72,88,2.03,0.472,0.657,47.7,115.4,9.13,23.75,negro
ESP004861,19.1,11.9,7.69,6.31,4.42,5.51,8.96,11.0,7.26,10.95,4.97,4.84,2.95,2.19,1.06,2.04,9,61.0,0.86,187,2.48,0.469,0.573,114.6,404.7,14.48,36.65,metalico
ESP004862,18.11,11.26,6.49,5.03,3.5,5.68,7.49,11.0,6.6,10.42,5.01,,2.9,1.72,1.02,1.93,11,58.0,1.08,152,2.79,0.414,0.575,91.7,333.8,13.92,34.33,metalico
ESP004863,10.36,6.19,4.36,3.36,2.3,3.42,5.52,8.0,4.95,6.65,2.91,3.16,1.74,0.92,0.69,1.3,9,47.0,0.51,60,2.38,0.533,0.642,35.2,77.2,9.04,22.44,metalico
ESP004864,17.85,10.84,7.88,6.5,4.45,5.39,7.93,,6.84,9.96,4.5,4.0,2.84,2.28,1.1,2.13,11,44.0,1.16,192,2.27,0.444,0.558,109.7,379.1,14.21,36.3,metalico
ESP004865,17.05,10.06,6.98,5.34,3.7,4.87,7.97,11.0,6.46,10.89,4.88,4.48,2.93,1.94,1.0,1.92,11,63.0,0.92,141,2.44,0.467,0.639,92.8,289.8,12.79,32.56,rojizo
ESP004866,18.37,11.35,6.18,4.83,3.5,4.75,8.39,11.0,7.22,11.18,5.17,4.57,3.34,1.54,0.83,1.76,11,64.0,0.95,156,2.97,0.457,0.609,88.6,269.6,14.89,35.96,metalico
ESP004867,18.32,11.19,7.42,6.34,4.03,,8.89,11.0,7.77,11.8,5.35,4.93,3.33,2.01,1.08,2.22,12,76.0,0.92,205,2.47,0.485,0.644,106.0,402.4,15.84,39.1,metalico
ESP004868,13.14,7.9,6.19,4.89,3.56,4.32,5.56,9.0,6.06,7.09,3.32,2.77,1.98,1.84,0.76,1.29,10,37.0,0.7,62,2.12,0.423,0.54,63.4,175.7,11.15,28.49,marron
ESP004869,13.72,7.87,6.33,5.07,3.42,4.68,6.45,,5.97,8.03,3.46,3.36,2.14,1.79,0.9,,9,42.0,0.72,99,2.17,0.47,0.585,67.7,203.2,9.92,26.17,negro
ESP004870,14.98,9.67,6.6,5.12,3.84,4.33,6.27,9.0,6.63,9.3,4.22,3.78,2.29,1.83,0.92,1.32,8,62.0,0.96,119,2.27,0.419,0.621,77.1,214.0,11.89,30.38,negro
ESP004871,18.9,11.79,7.4,5.73,3.99,5.18,8.28,11.0,6.98,10.89,5.0,4.49,3.14,2.03,0.95,1.96,10,67.0,1.07,176,2.55,0.438,,109.1,362.2,14.51,36.42,marron
ESP004872,7.55,4.69,3.91,3.15,,2.97,4.09,9.0,3.96,4.52,1.94,1.74,1.41,0.93,0.55,0.64,9,47.0,0.64,5,1.93,0.542,0.599,23.0,43.8,6.96,17.83,negro
ESP004873,14.61,9.34,6.73,5.39,,4.68,6.48,,6.18,8.25,3.85,3.71,2.16,1.75,0.88,1.68,8,55.0,0.95,134,2.17,0.444,0.565,76.7,230.1,11.49,29.71,negro
ESP004874,12.31,7.49,6.31,5.02,3.44,3.71,5.84,8.0,5.17,7.8,3.53,,2.26,1.8,0.76,1.23,9,35.0,0.91,109,1.95,0.474,0.634,60.6,144.1,9.47,25.25,negro
ESP004875,11.12,6.77,5.72,4.45,3.65,3.99,4.95,8.0,5.19,6.94,3.05,2.68,1.88,1.44,0.89,1.39,8,53.0,0.99,35,1.94,0.445,0.624,49.6,126.9,9.3,24.32,negro
ESP004876,15.59,9.58,6.4,5.25,3.72,,7.04,9.0,5.76,8.66,3.9,3.6,2.29,1.7,0.77,1.51,8,63.0,0.89,121,2.44,0.452,0.555,77.8,233.5,,27.62,negro
ESP004877,19.65,11.63,8.01,6.64,,5.4,8.53,,6.94,12.22,5.7,5.44,3.36,2.28,1.12,2.26,11,36.0,0.9,242,2.45,0.434,0.622,122.8,425.0,14.91,37.83,metalico
ESP004878,11.62,7.63,5.32,4.44,3.06,3.82,5.25,,4.68,6.52,3.01,2.88,1.77,1.4,0.7,1.22,8,18.0,0.91,53,2.18,0.452,0.561,48.2,118.1,9.69,24.7,marron
ESP004879,12.25,7.4,4.93,3.73,2.57,4.36,6.15,10.0,4.95,7.92,,3.21,2.07,1.35,0.61,1.14,7,33.0,0.71,55,2.48,0.502,0.647,47.1,131.7,9.78,24.49,negro
ESP004880,13.5,8.22,6.4,4.68,3.62,4.38,5.04,8.0,5.38,7.93,3.59,2.94,2.22,1.75,0.97,,9,44.0,0.66,113,2.11,0.373,0.587,67.4,189.2,10.56,27.52,negro
ESP004881,12.97,8.37,6.47,5.12,3.78,4.5,5.98,9.0,5.55,8.33,,3.42,2.16,2.02,0.92,1.32,9,30.0,0.56,54,2.0,0.461,0.642,65.5,188.8,10.03,26.53,negro
ESP004882,20.42,13.21,8.4,6.59,4.43,5.57,10.08,12.0,7.94,12.54,5.72,5.44,3.5,2.26,1.17,2.27,12,60.0,1.11,244,2.43,0.494,0.614,133.8,,17.24,42.88,marron
ESP004883,,7.88,5.34,4.1,2.85,4.41,5.87,9.0,5.38,7.51,3.61,2.85,1.89,1.47,0.74,1.38,7,,0.59,74,2.29,0.48,0.615,50.9,143.9,10.68,26.7,marron
ESP004884,22.45,13.9,9.33,7.35,4.64,6.33,9.65,12.0,8.05,12.97,5.94,5.48,3.59,2.56,1.19,2.24,11,67.0,0.92,268,2.41,0.43,,163.4,662.9,,41.93,marron
ESP004885,19.28,11.56,7.66,6.38,,5.89,8.11,10.0,6.55,12.14,5.38,4.87,3.23,2.08,0.95,,11,55.0,0.98,196,2.52,0.421,,115.2,434.9,14.16,35.98,marron
ESP004886,9.26,5.55,5.36,4.55,3.07,3.05,4.62,9.0,4.08,5.52,2.62,,1.71,1.53,0.71,1.17,7,28.0,0.34,5,1.73,0.499,0.596,38.7,75.7,7.63,20.62,negro
ESP004887,19.19,11.82,7.53,6.0,4.5,5.35,9.02,11.0,7.38,11.07,5.01,4.71,3.01,2.06,0.95,2.06,12,50.0,1.22,207,2.55,0.47,0.577,112.7,386.5,15.18,37.89,negro
ESP004888,12.39,8.01,6.35,5.12,3.54,3.86,5.54,8.0,5.37,7.18,3.42,3.02,1.87,1.71,0.87,1.42,8,39.0,0.69,70,1.95,0.447,0.579,61.4,151.8,9.29,24.93,negro
ESP004889,17.92,11.21,6.38,5.01,3.78,4.75,8.05,11.0,6.17,10.18,4.9,4.39,2.93,1.75,0.81,1.89,11,52.0,0.76,169,2.81,0.449,,89.2,271.5,14.02,34.42,marron
ESP004890,19.66,11.99,9.09,7.41,4.93,5.78,8.19,,7.11,12.56,5.99,5.76,3.3,2.67,1.13,2.25,11,48.0,0.96,232,2.16,0.417,0.639,139.4,516.5,14.05,37.19,negro
ESP004891,12.25,7.6,5.49,4.3,,3.75,5.15,10.0,5.79,7.58,3.57,3.33,2.18,1.56,0.71,1.17,8,,0.87,59,2.23,0.42,0.619,52.5,126.1,10.06,25.61,marron
ESP004892,17.29,10.16,7.4,5.89,3.94,,8.17,12.0,6.76,10.32,4.78,4.43,2.82,1.99,1.07,1.92,12,26.0,0.87,138,2.34,0.473,0.597,99.8,292.4,13.08,33.56,marron
ESP004893,15.07,9.75,6.37,5.72,3.54,4.76,6.82,8.0,5.81,8.89,4.14,3.35,2.55,1.76,0.85,1.51,9,42.0,0.78,123,2.37,0.453,0.59,74.9,228.5,11.26,28.89,negro
ESP004894,12.07,7.52,5.11,4.11,2.77,,5.28,9.0,4.42,6.58,3.07,2.83,1.86,1.47,0.65,1.25,9,20.0,0.7,16,2.36,0.437,0.545,48.1,117.8,9.23,23.57,negro
ESP004895,15.13,9.31,6.39,4.95,,5.29,6.66,10.0,5.62,9.0,3.89,3.49,2.4,1.92,0.97,1.54,8,28.0,0.61,108,2.37,0.44,0.595,75.4,255.7,11.94,30.27,marron
ESP004896,11.63,6.96,4.77,4.06,2.58,3.9,5.75,8.0,4.5,6.44,3.04,2.65,1.72,1.36,0.57,0.99,9,14.0,0.73,50,2.44,0.494,0.554,43.3,108.2,9.1,22.97,rojizo
ESP004897,,11.64,7.91,6.57,4.56,5.01,8.08,12.0,7.0,10.65,4.88,4.49,3.03,2.38,1.07,2.36,12,53.0,0.92,177,2.35,0.435,0.574,114.5,367.8,14.86,37.63,metalico
ESP004898,,12.38,8.48,6.53,4.66,5.78,9.33,11.0,8.37,12.99,5.78,5.5,3.41,2.14,1.18,2.44,8,32.0,0.99,232,2.42,0.454,0.632,135.9,503.4,16.4,41.28,metalico
ESP004899,10.12,6.43,5.36,4.31,2.85,4.03,4.27,8.0,4.15,6.52,2.64,2.67,1.58,1.26,0.76,0.88,8,17.0,0.4,21,1.89,,0.644,42.3,109.3,8.49,22.34,negro
ESP004900,17.14,10.85,6.9,5.58,4.03,4.31,7.42,12.0,6.05,10.19,4.31,4.38,2.79,1.81,1.18,1.68,11,29.0,0.93,158,2.48,,0.595,92.2,254.9,14.03,34.96,marron
ESP004901,18.02,10.94,7.38,5.92,,5.28,8.31,11.0,6.86,12.04,5.66,4.98,3.54,2.09,0.99,2.43,11,51.0,0.72,154,2.44,0.461,0.668,103.7,351.1,14.42,36.22,marron
ESP004902,17.7,11.24,8.26,6.8,4.56,,8.06,11.0,7.54,10.86,4.98,,3.36,2.35,1.08,1.96,10,67.0,0.8,222,2.14,0.455,0.614,114.0,397.7,14.9,38.06,rojizo
ESP004903,18.79,11.66,6.63,5.0,3.66,5.26,9.07,11.0,6.79,10.11,4.83,3.95,2.8,1.78,0.97,2.26,12,35.0,1.04,185,2.83,0.483,0.538,97.2,327.6,14.84,36.31,metalico
ESP004904,10.33,6.56,4.91,3.99,2.86,3.09,4.65,8.0,4.03,5.87,2.34,2.75,1.49,1.15,0.62,1.06,8,52.0,0.68,34,2.1,0.45,0.568,39.6,78.4,7.7,20.31,negro
ESP004905,19.43,11.67,7.91,5.98,4.42,5.77,9.1,11.0,7.9,11.32,5.35,4.53,3.13,2.24,1.09,2.07,11,,0.82,200,2.46,0.468,0.583,119.9,443.4,15.63,39.17,metalico
ESP004906,21.29,13.0,8.25,6.4,4.49,6.17,9.07,,7.96,12.32,5.97,5.16,3.61,2.31,1.06,2.32,10,68.0,0.99,261,2.58,0.426,0.579,137.0,541.9,15.59,39.43,negro
ESP004907,,7.71,6.4,5.3,3.32,4.0,5.64,8.0,5.28,7.55,3.28,3.02,2.16,1.61,0.89,1.35,8,44.0,0.84,84,2.0,,0.591,63.8,163.6,10.24,26.88,negro
ESP004908,,11.75,8.15,6.32,4.67,5.42,10.07,11.0,7.88,12.53,6.02,5.02,3.5,2.21,1.2,2.41,10,54.0,1.08,210,2.32,0.533,0.663,120.2,417.7,16.15,40.45,marron
ESP004909,12.79,8.04,7.11,5.81,3.88,4.02,5.94,9.0,5.46,8.12,3.7,3.64,2.66,1.89,0.94,1.31,8,22.0,0.96,73,1.8,0.464,0.635,70.9,182.8,10.63,28.37,negro
ESP004910,,11.62,7.51,6.31,4.05,5.67,9.14,11.0,7.03,10.86,4.94,4.66,3.11,2.06,0.95,2.11,12,53.0,1.12,187,2.59,,0.559,113.9,413.9,15.27,38.05,negro
ESP004911,18.18,11.28,6.52,4.8,3.86,4.72,10.11,12.0,7.77,11.37,5.01,4.83,3.14,1.84,0.99,2.06,12,62.0,0.92,158,2.79,,0.625,92.5,279.7,14.85,36.22,marron
ESP004912,21.65,13.45,9.81,7.91,5.57,,9.85,11.0,7.92,13.07,6.08,5.26,3.68,2.83,1.37,2.03,11,78.0,1.12,236,2.21,0.455,0.604,165.7,640.3,17.1,44.01,metalico
ESP004913,,12.85,9.04,7.12,5.02,6.07,10.09,11.0,8.34,11.73,5.38,5.12,3.45,2.44,1.29,2.26,11,,1.09,256,2.33,0.48,0.558,148.3,577.0,15.89,40.82,marron
ESP004914,17.09,10.35,6.42,4.94,3.61,5.08,9.17,10.0,6.32,10.97,5.07,4.5,3.01,1.78,0.87,1.83,10,,1.07,160,2.66,0.537,0.642,85.6,278.7,14.42,35.26,marron
ESP004915,13.37,8.01,5.73,4.69,,4.57,6.29,9.0,5.15,7.63,3.64,3.44,2.22,1.7,0.76,1.05,6,50.0,0.78,75,2.33,0.47,0.571,59.8,175.1,10.74,27.21,negro
ESP004916,12.3,7.23,5.75,4.42,3.28,3.13,5.85,9.0,5.12,7.83,3.64,3.36,2.4,1.42,0.8,1.02,8,,0.85,79,2.14,0.476,0.637,55.2,110.7,9.98,25.71,negro
ESP004917,13.33,7.78,5.86,4.85,3.05,,6.15,7.0,4.89,7.75,3.62,3.06,2.29,1.78,0.81,1.5,8,52.0,0.6,91,2.27,0.461,0.581,60.9,150.8,10.46,26.78,marron
ESP004918,21.36,13.28,8.49,6.73,5.02,6.0,9.17,11.0,8.15,11.62,5.3,4.94,3.31,2.18,1.27,1.96,12,60.0,1.12,216,2.52,0.429,0.544,141.5,544.0,15.71,39.91,metalico
ESP004919,,11.41,7.5,5.49,4.27,5.61,9.67,,7.16,11.7,5.41,4.7,3.28,1.93,0.95,1.86,10,55.0,0.85,220,2.48,0.52,0.629,108.8,391.3,15.75,39.0,metalico
ESP004920,,11.72,8.13,6.48,4.52,5.82,9.01,10.0,7.59,12.2,5.66,5.29,3.38,1.97,1.06,2.09,11,57.0,1.0,239,2.38,0.465,,122.8,458.0,14.74,37.61,metalico
ESP004921,17.4,10.94,7.3,5.9,4.37,5.09,7.16,11.0,7.07,10.09,4.58,4.08,2.79,2.21,0.96,1.79,12,60.0,1.06,179,2.38,,0.58,99.1,323.3,14.01,35.32,marron
ESP004922,13.46,8.16,6.21,5.22,,4.14,6.12,,5.72,7.76,3.65,3.06,2.06,1.62,0.78,1.59,8,39.0,0.92,75,2.17,0.455,0.577,65.2,173.0,10.2,26.61,marron
ESP004923,12.23,7.45,6.32,4.7,3.59,4.52,6.04,9.0,5.23,7.7,3.47,3.55,2.3,1.67,1.02,,10,29.0,0.55,65,1.94,0.494,0.63,60.3,174.7,9.88,26.08,marron
ESP004924,20.06,12.45,7.5,5.75,,5.27,9.65,11.0,7.78,12.05,5.33,5.22,3.42,2.1,1.1,1.99,11,65.0,0.95,238,2.67,,0.601,117.4,396.4,15.61,38.72,negro
ESP004925,21.65,13.37,8.16,6.44,4.63,5.5,9.61,12.0,8.3,12.55,5.83,5.14,3.38,2.32,1.23,,11,79.0,1.31,295,2.65,0.444,0.58,137.8,485.8,17.01,42.18,negro
ESP004926,13.22,7.73,6.74,5.12,3.79,,6.36,10.0,5.19,7.74,3.41,,2.14,1.82,0.95,,7,44.0,0.68,117,1.96,0.481,0.585,69.5,188.5,10.11,26.96,metalico
ESP004927,20.62,12.61,9.67,7.85,5.16,6.84,9.86,10.0,8.27,12.43,5.56,5.15,3.36,2.58,1.34,,10,73.0,1.45,251,2.13,,0.603,155.5,681.9,16.45,42.57,negro
ESP004928,11.82,7.28,6.07,4.78,3.31,3.9,5.91,9.0,4.97,7.6,3.48,3.37,2.19,1.6,0.83,1.33,7,38.0,0.39,59,1.95,,0.643,56.0,139.9,9.42,24.91,negro
ESP004929,13.42,8.57,6.18,4.6,3.39,3.81,6.33,8.0,5.41,7.32,3.47,3.37,2.35,1.75,0.96,1.55,9,34.0,0.75,67,2.17,0.472,0.545,64.7,158.0,10.07,26.32,negro
ESP004930,18.13,11.44,7.69,6.01,4.31,5.41,7.41,10.0,7.17,10.6,4.93,,3.17,2.18,1.02,,12,59.0,0.77,170,2.36,,0.585,108.7,377.1,14.02,35.73,negro
ESP004931,12.38,7.95,5.77,4.71,3.31,3.98,6.11,8.0,4.69,7.49,3.49,2.88,2.19,1.6,0.82,0.94,9,37.0,0.56,40,2.15,0.494,0.605,55.7,142.2,9.16,24.09,negro
ESP004932,,13.96,8.67,7.17,4.84,6.21,9.73,12.0,8.83,12.46,5.92,4.99,3.51,2.43,1.11,2.32,12,52.0,1.26,271,2.62,0.429,0.549,153.4,610.8,17.55,43.77,rojizo
ESP004933,10.56,6.68,5.99,4.95,3.48,,3.66,9.0,4.85,7.63,,3.16,1.94,1.56,0.91,1.2,9,36.0,0.29,24,1.76,0.347,0.723,49.3,109.1,8.8,23.59,negro
ESP004934,13.57,8.4,6.4,5.19,,3.68,6.06,,5.64,8.19,3.79,3.56,2.6,1.8,0.82,1.38,7,32.0,0.73,75,2.12,0.447,0.604,67.7,159.8,10.43,27.26,negro
ESP004935,19.4,11.73,6.3,5.08,3.56,5.11,8.39,11.0,6.93,11.23,5.17,4.68,2.94,1.78,0.74,1.87,12,70.0,0.96,168,3.08,,0.579,95.3,312.3,14.87,36.04,metalico
ESP004936,12.69,7.9,6.42,5.01,3.56,4.55,5.87,9.0,5.34,7.54,3.21,3.49,2.14,1.91,0.89,1.13,7,41.0,0.7,69,1.98,0.463,0.594,63.5,185.3,9.31,25.04,marron
ESP004937,14.07,8.84,5.78,4.26,3.21,3.77,6.44,9.0,5.62,7.67,3.65,2.87,2.09,1.59,0.87,1.53,9,28.0,0.8,60,2.43,0.458,0.545,63.4,153.3,10.42,26.62,negro
ESP004938,16.19,9.79,7.47,5.84,3.96,5.32,6.29,,6.31,9.69,4.42,4.29,2.69,2.0,1.04,1.71,8,59.0,0.67,163,2.17,0.389,0.599,94.3,321.7,11.29,30.05,negro
ESP004939,12.83,8.08,6.21,4.68,3.26,4.16,5.64,8.0,5.69,7.59,3.58,3.57,2.26,1.84,0.86,1.21,11,35.0,0.85,61,2.07,0.44,0.592,62.1,165.7,10.47,27.15,negro
ESP004940,21.78,13.37,7.55,5.82,4.01,,9.73,11.0,8.57,11.95,5.4,,3.27,2.1,1.13,1.86,11,49.0,0.65,244,2.88,0.447,0.549,128.3,425.1,15.71,38.97,negro
ESP004941,11.09,6.93,6.07,4.87,3.11,3.39,5.1,8.0,4.9,6.26,2.83,2.71,1.79,1.59,0.79,1.27,8,51.0,0.27,34,1.83,0.46,0.564,52.5,114.1,9.0,24.07,negro
ESP004942,17.86,10.62,6.51,5.26,3.77,5.42,9.3,11.0,6.94,11.7,5.33,4.71,3.21,1.9,0.91,2.0,10,55.0,0.69,186,2.74,0.521,,90.7,315.1,15.76,38.03,marron
ESP004943,20.57,12.78,7.76,6.35,4.26,5.18,9.11,12.0,7.93,11.71,5.32,4.91,3.24,2.22,1.13,2.09,10,78.0,1.21,239,2.65,,0.569,124.5,413.4,16.14,40.04,metalico
ESP004944,18.44,11.54,8.3,6.29,4.7,,8.84,,7.7,11.5,5.24,5.03,3.47,2.38,1.05,2.12,10,70.0,0.8,198,2.22,0.479,,119.4,475.2,14.44,37.18,metalico
ESP004945,12.82,7.93,6.47,5.14,3.6,3.99,6.45,8.0,5.72,7.43,3.41,2.95,2.15,1.76,0.9,1.73,10,64.0,0.77,80,1.98,,0.58,64.7,165.5,10.51,27.49,metalico
ESP004946,20.71,12.92,8.95,7.19,4.73,5.92,9.84,11.0,8.6,12.17,5.32,4.87,3.38,2.32,1.2,2.08,10,55.0,1.18,242,2.31,,0.588,144.6,548.6,15.78,40.51,rojizo
ESP004947,18.79,11.2,6.96,5.37,4.16,5.36,7.85,10.0,7.06,11.56,5.17,4.85,3.3,1.82,0.92,1.67,10,43.0,0.72,178,2.7,0.418,0.615,102.0,350.5,14.23,35.42,metalico
ESP004948,10.81,6.77,6.76,5.64,,3.3,5.19,8.0,4.72,6.6,2.98,,1.64,1.7,0.88,1.05,9,29.0,0.55,75,1.6,0.48,0.611,57.0,120.6,9.11,24.98,metalico
ESP004949,21.17,12.85,8.65,6.8,4.63,6.16,10.23,,8.42,12.71,5.85,5.13,3.67,2.55,1.1,2.51,9,60.0,1.16,241,2.45,0.483,0.6,142.8,564.0,17.23,43.11,metalico
ESP004950,12.69,8.03,6.0,5.15,3.57,4.77,6.41,9.0,5.65,6.84,2.96,2.83,1.99,1.63,0.86,1.14,8,42.0,0.98,85,2.11,0.505,0.539,59.4,181.6,10.84,27.68,marron
ESP004951,12.68,7.96,5.59,4.79,3.08,3.79,6.03,9.0,5.26,7.13,3.08,2.87,1.99,1.47,0.83,1.19,7,49.0,0.96,70,2.27,0.476,,55.3,134.3,9.12,23.83,negro
ESP004952,13.96,8.94,5.83,4.32,3.02,3.76,5.93,8.0,5.73,7.86,3.72,3.33,2.11,1.65,0.84,1.3,8,,0.86,83,2.39,0.425,0.563,63.5,153.0,,26.45,marron
ESP004953,11.09,6.28,7.07,5.78,,,4.56,,4.54,7.57,3.37,3.06,2.28,2.03,1.14,1.46,11,28.0,0.72,51,1.57,0.411,0.683,61.2,132.1,9.89,26.85,negro
ESP004954,20.39,12.91,8.68,6.48,,6.26,8.45,10.0,8.44,12.46,5.94,5.32,3.49,2.44,1.17,1.84,12,50.0,1.1,248,2.35,0.414,0.611,138.0,554.0,15.8,40.28,metalico
ESP004955,20.6,13.0,8.31,6.37,4.34,5.7,8.45,11.0,8.05,12.33,5.74,5.31,3.47,2.28,1.14,2.03,11,59.0,0.98,254,2.48,,0.599,133.5,487.9,15.44,39.19,marron
ESP004956,12.74,8.07,5.95,4.63,3.17,4.14,5.83,9.0,5.07,7.62,3.6,2.98,2.08,1.65,0.83,1.41,7,31.0,0.63,60,2.14,0.458,0.598,59.1,156.9,10.09,26.13,rojizo
ESP004957,,11.72,7.64,6.14,,5.62,8.84,12.0,7.57,11.44,5.52,4.83,3.35,1.99,1.03,2.11,10,54.0,0.75,202,2.47,0.468,0.606,112.5,405.3,15.79,39.22,marron
ESP004958,12.84,8.27,6.16,4.86,3.16,4.08,6.5,9.0,4.96,8.14,3.94,3.77,2.29,1.68,0.88,1.78,7,63.0,0.67,36,2.08,0.506,0.634,61.7,161.4,10.57,27.3,metalico
ESP004959,19.89,12.55,8.29,6.69,,5.56,9.15,11.0,7.53,10.37,5.11,4.35,2.9,2.51,1.13,2.11,9,57.0,0.92,256,2.4,0.46,0.521,128.6,,16.05,40.39,marron
ESP004960,21.05,12.85,7.63,6.15,4.15,5.4,8.63,12.0,7.72,12.73,,5.41,3.61,2.12,0.98,1.99,11,46.0,1.21,248,2.76,0.41,0.605,125.3,433.7,16.77,41.17,negro
ESP004961,17.67,10.49,6.92,5.73,3.99,,7.78,11.0,6.47,11.14,5.28,4.6,3.12,1.84,1.01,1.99,12,64.0,0.95,194,2.55,0.44,0.63,95.4,319.1,15.16,37.24,negro
ESP004962,,13.29,8.08,6.11,4.48,4.94,9.64,,8.44,11.93,5.51,4.61,3.22,2.3,1.0,2.27,12,50.0,0.72,205,2.63,0.454,0.562,133.9,423.9,16.76,41.6,metalico
ESP004963,17.73,11.34,7.31,5.84,,5.57,8.35,11.0,7.28,10.97,5.19,4.69,3.04,1.91,0.95,2.01,11,49.0,1.29,170,2.43,0.471,0.619,101.1,361.0,13.55,34.41,metalico
ESP004964,19.69,11.77,6.89,5.3,4.02,5.31,9.18,11.0,7.86,11.43,5.47,4.86,3.38,1.94,1.01,1.85,9,37.0,0.8,233,2.86,0.466,0.58,105.8,360.2,15.22,37.33,metalico
ESP004965,13.09,7.85,6.71,5.45,3.78,4.25,5.4,8.0,5.44,7.87,3.51,3.28,2.23,1.88,0.92,1.33,10,51.0,0.53,99,1.95,0.413,0.601,68.5,186.6,10.03,26.77,negro
ESP004966,20.62,12.4,8.33,7.09,4.6,6.07,10.01,,8.46,12.4,5.54,5.19,3.63,2.31,1.1,1.93,10,81.0,0.97,242,2.48,0.485,0.601,134.0,521.3,16.51,41.35,marron
ESP004967,14.25,9.01,6.16,4.61,3.3,3.62,6.72,7.0,5.98,7.27,3.3,3.11,2.08,1.6,0.76,1.42,9,,0.61,73,2.31,0.472,0.51,68.5,158.9,10.61,27.38,metalico
ESP004968,12.28,7.13,6.26,4.89,3.48,3.85,6.86,10.0,5.05,7.63,3.31,3.39,2.34,1.69,0.8,1.4,8,51.0,0.57,86,1.96,,0.621,60.0,148.0,10.55,27.36,negro
ESP004969,13.94,8.71,6.02,4.86,3.27,4.38,6.26,10.0,5.74,7.74,3.67,3.48,2.25,1.66,0.85,1.48,9,52.0,0.79,124,2.32,0.449,0.555,65.5,183.8,11.78,29.58,negro
ESP004970,14.21,8.7,5.2,4.09,2.75,,7.32,10.0,5.24,8.09,3.35,3.6,2.15,1.33,0.79,1.72,8,,0.96,95,2.73,0.515,0.569,57.6,142.6,11.67,28.54,negro
ESP004971,,7.57,5.89,4.76,3.05,5.03,6.66,11.0,5.45,8.14,,,2.27,1.57,0.76,,8,48.0,0.85,82,2.04,0.555,0.679,55.1,177.6,10.64,27.17,marron
ESP004972,12.09,7.98,6.1,4.68,3.34,4.9,5.47,7.0,4.97,7.57,3.57,,2.16,1.77,0.89,1.3,10,25.0,0.66,58,1.98,0.452,0.626,57.5,180.7,9.37,24.84,negro
ESP004973,19.14,12.01,6.76,5.3,3.58,5.56,8.78,,6.27,10.31,4.86,4.38,2.63,1.87,1.03,1.86,13,35.0,1.08,161,2.83,0.459,,100.9,359.7,14.66,36.08,negro
ESP004974,13.09,7.75,6.3,5.19,3.36,3.66,5.4,10.0,5.24,7.4,3.51,2.96,1.99,1.7,0.89,1.29,10,32.0,1.04,79,2.08,0.413,0.565,64.3,150.9,9.64,25.58,negro
ESP004975,14.29,8.73,6.53,5.52,3.34,4.34,7.04,9.0,6.03,8.94,4.11,3.74,2.52,1.82,0.89,1.4,7,53.0,0.81,99,2.19,0.493,0.626,72.8,,11.27,29.07,negro
ESP004976,19.59,12.14,7.5,6.04,4.17,6.06,9.44,11.0,7.32,11.18,5.36,4.7,3.14,1.99,1.0,2.15,11,47.0,0.95,232,2.61,0.482,0.571,114.6,445.2,15.4,38.3,metalico
ESP004977,17.74,11.38,7.76,6.01,4.47,,8.42,12.0,7.27,10.66,5.13,,2.95,2.06,1.14,1.74,12,21.0,0.89,166,2.29,0.475,0.601,107.4,335.2,13.68,35.12,metalico
ESP004978,18.55,11.48,8.14,6.91,4.4,4.96,7.99,12.0,7.66,10.55,,4.21,2.78,2.21,1.13,1.95,7,58.0,0.88,218,2.28,0.431,0.569,117.8,374.5,14.22,36.58,negro
